"id","code","name","account_type","reconcile","note","name@sv_SE","tax_ids"
"a404","404","Inköp av immateriella anläggningstillgångar","liability_non_current",False,"Anskaffningsvärdet vid inköp (förvärv) av immateriella anläggningstillgångar som koncessioner, patent, licenser och liknande rättigheter redovisas på detta konto. I anskaffningsvärdet ska samtliga utgifter som är direkt hänförbara till förvärvet inräknas i enlighet med rekommendation RKR R3 Immateriella anläggningstillgångar. Alternativt utnyttjas inte detta konto utan anskaffningsvärdet för inköp av immateriella anläggningstillgångar redovisas direkt på respektive balanskonto. Utgifter som ska aktiveras överförs till balanskonto i kontogrupp 10.","Inköp av immateriella anläggningstillgångar",""
"a410","410","Anläggnings- och underhållsmaterial","liability_non_current",False,"På detta konto redovisas utgifter/kostnader för material vid byggande och underhåll av anläggningar. Här redovisas följande materialgrupper: • Byggnads- och anläggningsmaterial • Järn-, stål- och metallvaror • El-material • Trävaror med mera, färger, kemisktekniska produkter • Övrigt underhållsmaterial Kontot kan vid behov underindelas.","Anläggnings- och underhållsmaterial",""
"a418","418","Anskaffningskostnad, såld exploateringsfastighet","liability_non_current",False,"På detta konto redovisas anskaffningskostnaden för såld exploateringsfastighet. Under pågående exploatering redovisas utgifterna för genomförd exploatering som omsättningstillgång under konto 147. I samband med försäljning av delar av eller hela exploateringsfastigheten ska nedlagda utgifter för såld del redovisas som en kostnad på detta konto. Försäljningsintäkten redovisas på konto 372. Differensen mellan konto 372 och 418 visar om försäljningen lett till vinst eller en förlust. Anskaffningskostnad, försåld exploateringsfastighet efterfrågas av SCB i RS.","Anskaffningskostnad, såld exploateringsfastighet",""
"a419","419","Förändring, material och varor i förråd och lager samt värdeförändring omsättningstillgångar","liability_non_current",False,"Kontot används för att visa förändringen – ökning (kredit) respektive minskning (debet) – av anläggnings- eller underhållsmaterial i förråd vars anskaffningskostnad bokförts i kontogrupp 41. För att redovisa värdeförändring avseende msättningstillgångar används underkonto 4192. Det är först vid försäljning som den reella vinsten ska redovisas över resultatet. Försäljning av omsättningstillgångar redovisas i kontogrupp 30, Försäljningsintäkter.","Förändring, material och varor i förråd och lager samt värdeförändring omsättningstillgångar",""
"a4191","4191","Värdeförändring av varor i förråd och lager","liability_non_current",False,"Detta underkonto används för att visa förändringen av anläggnings- och underhållsmaterial i förråd vars anskaffningskostnad bokförts i kontogrupp 41. Motsvarande debitering (lagerökning) eller kreditering (lagerminskning) sker på konto 141 Förråd och lager.","Värdeförändring av varor i förråd och lager",""
"a4192","4192","Värdeförändring omsättningstillgångar","liability_non_current",False,"Lägsta värdets princip tillämpas vid värdering av omsättningstillgångar. Om det vid bokslutstillfället visar sig att en tillgång är för högt värderad debiteras detta underkonto. Motsvarande kreditering sker på konto 147 Exploateringsfastigheter, eller 149 Tomträttsmark m.m., för att minska kvarstående tillgångsvärde. Bokför inte på kontot • Värdeförändringar på finansiella omsättningstillgångar redovisas på konto 846 Försäljning och värdering, finansiella omsättningstillgångar, alt. 856 Förlust vid avyttring och värdering, finansiella omsättningstillgångar","Värdeförändring omsättningstillgångar",""
"a431","431","Inköp av elkraft, vatten och gas för distribution","liability_non_current",False,"Här redovisas inköp av elkraft, vattenkraft och gas för distribution när kommunen driver denna affärsverksamhet i förvaltningsform.","Inköp av elkraft, vatten och gas för distribution",""
"a435","435","Inköp av energi för drift av distributionsanläggning","liability_non_current",False,"Här redovisas exempelvis kostnader för el till pumpar i vattenverk. SCB efterfrågar dessa kostnader tillsammans med respektive energislag i kontogrupp 62, Bränsle, energi och vatten.","Inköp av energi för drift av distributionsanläggning",""
"a451","451","Bidrag till enskilda","liability_non_current",False,"Här redovisas samtliga bidrag till enskilda personer som ekonomiskt bistånd, introduktionsersättning till flyktingar, anhörigbidrag och övriga bidrag till exempel premier och stipendier. SCB efterfrågar i RS kostnader för bidrag till enskilda.","Bidrag till enskilda",""
"a4511","4511","Ekonomiskt bistånd","liability_non_current",False,"På kontot redovisas ekonomiskt bistånd för försörjningsstöd och bistånd till livsföring i övrigt. Här redovisas även utbetalningar till personer under utvecklingsgaranti. Ekonomiskt bistånd ska bruttoredovisas. Bokför inte på kontot • Återbetalning av ekonomiskt bistånd redovisas på konto 359 Övriga bidrag.","Ekonomiskt bistånd",""
"a4513","4513","Anhörigbidrag","liability_non_current",False,"På detta underkonto redovisas bidrag och stöd till enskilda som ges för exempelvis anhörigvård. SCB efterfrågar i RS kostnader för anhörigbidrag. Bokför inte på kontot • Här redovisas inte ersättning som betraktas som lön. Sådan ersättning redovisas istället i kontoklass 5, Kostnader för arbetskraft.","Anhörigbidrag",""
"a4519","4519","Övriga bidrag till enskilda","liability_non_current",False,"På detta konto redovisas ersättningar till elever, inackorderingsbidrag, resebidrag där mottagaren själv betalar till tredje part, premier, stipendier, kostersättningar, habiliteringsersättningar. Även bidrag i form av fria resor med kollektivtrafik för äldre där betalning sker till trafikutövare redovisas här.","Övriga bidrag till enskilda",""
"a452","452","Bostadssociala bidrag","liability_non_current",False,"Här redovisas kostnader för bidrag exempelvis till anpassning av bostäder för äldre- och funktionshindrade, så kallat bostadsanpassningsbidrag. Här redovisas även i förekommande fall bidrag avseende kommunalt bostadstillägg i de fall kommunen ger sådant bidrag. Bostadssociala bidrag efterfrågas av SCB i RS.","Bostadssociala bidrag",""
"a453","453","Bidrag till juridiska personer","liability_non_current",False,"På detta konto redovisas bidrag till föreningar, stiftelser, kommunägda företag, privata företag, kommuner, regioner, kommunalförbund, staten, statliga myndigheter, dvs. bidrag till andra än enskilda. Även bidrag för förlusttäckning till kommunala bolag med verksamhet enligt självkostnadsprincipen redovisas här. Bidrag kan lämnas utan direkt krav på motprestation. Villkor eller krav kan dock förekomma, exempelvis som underlag för bedömning av bidragets storlek, t.ex. genom redovisning av antal deltagare, antal aktiviteter eller särskilda riktlinjer för bidraget. Villkoren för bidraget bestäms av bidragsgivaren. Villkoren kan gälla verksamhetens inriktning men inte detaljerade föreskrifter om hur bidragsmottagaren ska genomföra verksamheten. Det avgörande vid klassificeringen är om betalningen är av understödjande karaktär eller ej. Kostnader för ersättning för personliga assistenter till Försäkringskassan redovisas på underkonto 4538 Ersättning till Försäkringskassan för personliga ass","Bidrag till juridiska personer",""
"a4538","4538","Ersättning till Försäkringskassan för personliga assistenter","liability_non_current",False,"På detta underkonto bokförs kostnader för ersättningar till Försäkringskassan för personliga assistenter. Betalningar från och till Försäkringskassan ska bruttoredovisas. Erhållna ersättningar för personliga assistenter redovisas via på konto 354 Ersättningar från Försäkringskassan för personliga assistenter. På dessa konton ska bara transaktioner med motpart Försäkringskassan (815) bokföras. Kostnader avseende ersättning för personliga assistenter efterfrågas av SCB i RS. Bokför inte på kontot • Ersättningar till privata utförare av personlig assistans redovisas som köp av huvudverksamhet på konto 463. • Extraersättning som ges till brukare för sjuklönekostnader, där ingen assistans erhålls, ses som ett bidrag och redovisas på konto 451 Bidrag till enskilda om ersättningen betalas till brukaren. Betalas ersättningen till en privat utförare redovisas kostnaden på konto 453 Bidrag till juridiska personer.","Ersättning till Försäkringskassan för personliga assistenter",""
"a454","454","Bidrag till infrastruktur","liability_non_current",False,"På kontot bokförs bidrag till infrastruktur, både när det kostnadsförs direkt och när upplösning sker av tidigare aktiverat bidrag. Bidrag till infrastruktur efterfrågas av SCB i RS. Samtliga kostnader på kontot ska ha motpart staten och statliga myndigheter (81).","Bidrag till infrastruktur",""
"a4541","4541","Kostnadsföring av bidrag till infrastruktur","liability_non_current",False,"Om kommunen väljer att direkt kostnadsföra bidrag för infrastrukturella investeringar så bokförs kostnaderna på detta konto. Kostnadsföring av bidrag till infrastruktur efterfrågas av SCB i RS.","Kostnadsföring av bidrag till infrastruktur",""
"a4542","4542","Upplösning av aktiverat bidrag till infrastruktur","liability_non_current",False,"Bidrag till infrastrukturella investeringar får i enlighet med LKBR 5 kap 7 § aktiveras, vilket i förekommande fall ska ske på konto 139 Bidrag till infrastruktur. Upplösningen (kostnadsföringen) av bidrag till infrastruktur på konto 139 redovisas på detta underkonto. Upplösning av aktiverat bidrag till infrastruktur efterfrågas av SCB i RS. Motkonto • Motkontering sker på underkonto 1399 Ackumulerade upplösningar, infrastruktur.","Upplösning av aktiverat bidrag till infrastruktur",""
"a463","463","Köp av huvudverksamhet","liability_non_current",False,"Här redovisas kostnader för köp av huvudverksamhet. Den ersättning som lämnas ska motsvara utförd prestation. Vid behov kan kontot indelas i underkonton för köp av plats, fasta avgifter, rörliga avgifter, grundpris, tilläggspris. Köp av plats kan underindelas i exempelvis förskoleplats, pedagogisk omsorg, fritidshem, grundskola, gymnasium, vård och omsorg, även om detta i första hand bör följas upp via andra koddelar, exempelvis verksamhet.","Köp av huvudverksamhet",""
"a501","501","Arvoden till förtroendevalda","liability_non_current",False,"På detta konto redovisas bruttolöner samt arvoden, sammanträdesarvoden och ersättning för förlorad arbetsförtjänst för hel- och deltidsarvoderade förtroendevalda. Förslag till underindelning: • Fasta arvoden • Sammanträdes- och förrättningsarvoden","Arvoden till förtroendevalda",""
"a502","502","Löner till arbetstagare","liability_non_current",False,"På detta konto redovisas bruttolöner till arbetstagare för utfört arbete. Förslag till underindelning: • Månadslön, heltids-/deltidsanställda • Lön till timanställda • Ersättningar för övertid, OB, jour, beredskap","Löner till arbetstagare",""
"a503","503","Löner, arbetsmarknadsåtgärder","liability_non_current",False,"På detta konto redovisas löner till personer i arbetsmarknadsåtgärder eller löner av liknande karaktär. Kontot kan användas för arbetsmarknadsåtgärder av olika slag som inte tillhör den ordinarie verksamheten och därigenom möjliggöra att kostnaderna kan exkluderas vid t.ex. analyser.","Löner, arbetsmarknadsåtgärder",""
"a504","504","Uppdragstagare","liability_non_current",False,"På detta konto redovisas ersättningar där inget faktiskt anställningsförhållande föreligger, exempelvis till tolkar, familjehem, kontaktpersoner.","Uppdragstagare",""
"a505","505","Upplupna löner","liability_non_current",False,"Detta konto används vid bokslut för att redovisa intjänade ej utbetalade löner, till exempel intjänad övertidsersättning och retroaktiva löner. Motkonto • Kontot motkonteras med skuldkontot 291 Upplupna löner.","Upplupna löner",""
"a511","511","Semesterlön","liability_non_current",False,"På detta konto redovisas intjänad semester alternativt utbetald semesterlön i de fall semestern ej periodiseras löpande över året. På kontot redovisas upplupna semesterlöner, det vill säga semesterlöneskuld. Intjänad semesterlön inkluderar även semestertillägg. Kontot används för att redovisa det belopp med vilket ändring skett av semesterlöneskulden. Kontot kan underindelas enligt följande: • Intjänad semester alternativt utbetalda semesterlöner • Förändring semesterlöneskuld •Utbetald semesterlön vid för många sparade dagar Motkonto • Kontot motkonteras med skuldkontot 292, Upplupna semesterlöner.","Semesterlön",""
"a512","512","Sjuklön","liability_non_current",False,"På detta konto redovisas sjuklön till anställda. Från och med 2019 har karensdagen ersatts av ett karensavdrag, vilket enligt lag om sjuklön medför att man från sjuklönen ska göra ett karensavdrag. Karensavdraget ska i redovisningen reducera kostnaden för sjuklön. Sjuklön efterfrågas i SCB i RS.","Sjuklön",""
"a513","513","Lön vid tjänstledighet","liability_non_current",False,"På detta konto redovisas eventuell lön vid anställdas tjänstledighet.","Lön vid tjänstledighet",""
"a519","519","Övrigt, lön ej arbetad tid","liability_non_current",False,"Kontot kan vid behov underindelas ytterligare. Exempel på övriga underindelningar kan vara semesterersättning, lön vid fackligt arbete, förtroendeuppdrag, löner i samband med kompetensutveckling samt ersättningar som betalats ut av Omställningsfonden enligt tidigare omställningsavtal, KOM-KL. Även löneutbetalningar som avser låg tjänstepensionsavgift, s.k. premie under gränsbelopp eller minimibelopp samt kompensation för dygnsvila redovisas här.","Övrigt, lön ej arbetad tid",""
"a530","530","Andra ersättningar","liability_non_current",False,"På detta gruppkonto redovisas normalt alla extraersättningar som omfattas av kontogrupp 53. Exempel på sådana ersättningar är skattepliktiga skadestånd som inte har en direkt koppling till lön. Finns det behov av uppdelning på olika typer av ersättningar används konto 531–539.","Andra ersättningar",""
"a541","541","Naturaförmåner till anställda","liability_non_current",False,"På detta konto redovisas kostnader för fri bostad, fria eller subventionerade måltider, fria resor till och från arbetsplatsen, fria eller subventionerade arbetskläder, fri bil med mera.","Naturaförmåner till anställda",""
"a548","548","Förmånsvärden av naturaförmåner till anställda","liability_non_current",False,"På detta konto redovisas fastställda förmånsvärden för vilka sociala avgifter ska erläggas. Kontot kan vid behov underindelas. För närmare information om värdering av förmåner, se information på Skatteverkets webbplats.","Förmånsvärden av naturaförmåner till anställda",""
"a551","551","Traktamenten","liability_non_current",False,"Kontot används för schablonmässigt beräknade ersättningar vid tjänsteresa. Kontot kan underindelas:","Traktamenten",""
"a5511","5511","Traktamenten, skattefria","liability_non_current",False,"Traktamenten, skattefria efterfrågas av SCB i RS.","Traktamenten, skattefria",""
"a5512","5512","Traktamenten, skattepliktiga","liability_non_current",False,"Traktamenten, skattepliktiga efterfrågas av SCB i RS.","Traktamenten, skattepliktiga",""
"a552","552","Bilersättningar","liability_non_current",False,"På detta konto redovisas ersättning för användande av egen bil i tjänsten. Bilersättningarna uppdelas på skattefri och skattepliktig del som fastställs av Skatteverket. Bilersättning som överstiger det skattefria beloppet betraktas som lön för vilken källskatt ska dras och arbetsgivaravgift betalas.","Bilersättningar",""
"a5521","5521","Bilersättningar, skattefria","liability_non_current",False,"Bilersättningar, skattefria efterfrågas av SCB i RS.","Bilersättningar, skattefria",""
"a5522","5522","Bilersättningar, skattepliktiga","liability_non_current",False,"Bilersättningar, skattepliktiga efterfrågas av SCB i RS.","Bilersättningar, skattepliktiga",""
"a553","553","Omkostnadsersättningar","liability_non_current",False,"På detta konto redovisas omkostnadsersättningar för dagbarnvårdare, familjehem med mera.","Omkostnadsersättningar",""
"a5531","5531","Omkostnadsersättningar, skattefria","liability_non_current",False,"Omkostnadsersättningar, skattefria efterfrågas av SCB i RS.","Omkostnadsersättningar, skattefria",""
"a5532","5532","Omkostnadsersättningar till dagbarnvårdare, skattepliktiga","liability_non_current",False,"Omkostnadsersättningar till dagbarnvårdare, skattepliktiga efterfrågas av SCB i RS.","Omkostnadsersättningar till dagbarnvårdare, skattepliktiga",""
"a559","559","Övriga kostnadsersättningar","liability_non_current",False,"På detta konto redovisas övriga kostnadsersättningar.","Övriga kostnadsersättningar",""
"a5591","5591","Övriga kostnadsersättningar, Skattefria","liability_non_current",False,"Övriga kostnadsersättningar, Skattefria efterfrågas av SCB i RS.","Övriga kostnadsersättningar, Skattefria",""
"a5592","5592","Övriga kostnadsersättningar, Skattepliktiga","liability_non_current",False,"Övriga kostnadsersättningar, Skattepliktiga efterfrågas av SCB i RS.","Övriga kostnadsersättningar, Skattepliktiga",""
"a5597","5597","Trängselskatt, skattefri","liability_non_current",False,"På detta konto redovisas trängselskatt och andra vägavgifter (t.ex. infrastrukturavgift) i de fall kommunen ersätter anställda som i tjänsten kör med privata bilar. Se Skatteverkets information. Trängselskatt, skattefri efterfrågas av SCB i RS.","Trängselskatt, skattefri",""
"a5598","5598","Trängselskatt, skattepliktig","liability_non_current",False,"På detta konto redovisas trängselskatt och andra vägavgifter (t.ex. infrastrukturavgift) i de fall kommunen ersätter anställda som i tjänsten kör med privata bilar. Se Skatteverkets information. Trängselskatt, skattepliktig efterfrågas av SCB i RS.","Trängselskatt, skattepliktig",""
"a561","561","Lagstadgade arbetsgivaravgifter","liability_non_current",False,"På detta konto redovisas de lagstadgade arbetsgivaravgifter som kommunen betalar till Skatteverket enligt arbetsgivardeklaration (AGI) samt beräknad avgift på upplupna löner och semesterlöner. De omfattar avgifter för ålderspension, efterlevandepension, sjukförsäkring, arbetsmarknadsavgift, arbetsskadeavgift och allmän löneavgift. Arbetsgivaravgiften beräknas enligt gällande procentsats på lön och ersättningar till den anställde. Även på förmåner som bil, bostad, måltider etc utgår arbetsgivaravgift vilken be-räknas på fastställda schablonvärden. Kontot kan underindelas: • Arbetsgivaravgifter, löner och skattepliktiga ersättningar • Arbetsgivaravgifter, förmånsvärden • Arbetsgivaravgifter, semesterskuld och upplupna löner Motkonto • Konto 272 Lagstadgade sociala avgifter och särskild löneskatt. • Konto 293 Upplupna sociala avgifter.","Lagstadgade arbetsgivaravgifter",""
"a563","563","Särskild löneskatt","liability_non_current",False,"På detta konto redovisas särskild löneskatt som utgår på utbetalda pensioner. Löneskatt utgår också vid utbetalning till försäkringsbolag som ombesörjer pensionsförsäkring eller till pensionsstiftelse som förvaltar medlen. Kontot kan underindelas i: • Löneskatt på pensionsförsäkring • Löneskatt på övrigt till exempel arbetsmarknadsförsäkringar (AMF) Särskild löneskatt på utbetalda pensioner och avgiftsbestämd ålderspension redovisas på underkonto 5633 och särskild löneskatt på avsättning för pensioner redovisas på underkonto 5635.","Särskild löneskatt",""
"a5633","5633","Särskild löneskatt på avgiftsbestämd ålderspension","liability_non_current",False,"Underkontot används för skatt som beräknas på den avgiftsbestämda ålderspensionen. Motkonton • Konto 2933, Upplupen särskild löneskatt avgiftsbestämd ålderspension.","Särskild löneskatt på avgiftsbestämd ålderspension",""
"a5634","5634","Särskild löneskatt på utbetalda pensioner","liability_non_current",False,"Underkontot används för skatt som beräknas på utbetalda pensioner samt på försäkringsavgifter och försäkringslösningar. Motkonton •Konto 2934, Upplupen särskild löneskatt på utbetalda pensioner. •Konto 2935, Upplupen särskild löneskatt på försäkringsavgifter och försäkringslösningar.","Särskild löneskatt på utbetalda pensioner",""
"a5635","5635","Särskild löneskatt på avsättning för pensioner","liability_non_current",False,"Underkontot används för löneskatt som beräknas på förändringen av avsättning för pensioner. Även särskild löneskatt på den finansiella delen av förändringen redovisas på detta konto. Särskild löneskatt på avsättning för pensioner efterfrågas av SCB i RS. Motkonto • Konto 225, Avsättning för särskild löneskatt på pensioner.","Särskild löneskatt på avsättning för pensioner",""
"a567","567","Avtalsförsäkringar","liability_non_current",False,"På detta konto redovisas arbetsgivarens avgifter för avtalsförsäkringar som till exempel premie till avtalsgruppsjukförsäkringen (AGS), premie till trygghetsförsäkringen vid arbetsskada (TFA) samt premie till tjänstegrupplivförsäkringen (TGL). Här redovisas även arbetsgivarens erlagda avgifter till Arbetsmarknadsförsäkringar (AMF) samt premie till Omställningsfonden för kompetens- och omställningsavtal (KOM-KR). Bokför inte på kontot • Ersättningar till medarbetare enligt tidigare avtal, KOM-KL som inte täcks av premien redovisas på konto 519 .","Avtalsförsäkringar",""
"a569","569","Övriga sociala och andra avgifter","liability_non_current",False,"Detta konto används för andra sociala avgifter och andra avgifter enligt lag och avtal än de som redovisas på konto 561 eller 567.","Övriga sociala och andra avgifter",""
"a571","571","Pensionsförsäkringspremier","liability_non_current",False,"På detta konto redovisas kostnader för försäkringspremier avseende olika former av särskilt tecknade pensionsförmåner och liknande. Även kostnader för det familjeskydd (efterlevandeskydd) som är kopplat till pensionsavtalet AKAP-KL redovisas här. Om behov finns kan separat underkonto läggas upp för detta. Uttag från överskottsfond redovisas i enlighet med RKR:s information, Redovisning av överskottsmedel i pensionsförsäkringar. Premier som erläggs via sådant uttag redovisas här medan den finansiella intäkten redovi-sas på konto 849 Övriga finansiella intäkter. Särskild löneskatt på utbetalningen redovisas på konto 563 Särskild löneskatt. Pensionsförsäkringspremier efterfrågas av SCB i RS. Bokför inte på kontot • Pensionskostnader för avgiftsbestämda ålderspensioner redovisas på konto 575.","Pensionsförsäkringspremier",""
"a5711","5711","Pensionsförsäkringspremier för enskilda arbetstagare","liability_non_current",False,"På detta underkonto redovisas försäkringsavgifter som tillkommit genom särskilda avtal mellan arbetsgivare och enskilda arbetstagare utöver förmåner via ordinarie kompletteringspension.","Pensionsförsäkringspremier för enskilda arbetstagare",""
"a5712","5712","Pensionsförsäkringslösningar för förmånsbestämd ålderspension","liability_non_current",False,"På detta underkonto redovisas de premier kommunen erlägger till försäkringsbolag i de fall kommunen slutit särskilda avtal med företag om försäkringslösningar avseende den förmånsbestämda ålderspensionen (FÅP).","Pensionsförsäkringslösningar för förmånsbestämd ålderspension",""
"a5713","5713","Pensionsförsäkringslösningar för pensionsförmåner som är intjänade före 1998","liability_non_current",False,"På detta underkonto redovisas de premier kommunen erlägger till försäkringsbolag i de fall kommunen slutit särskilda avtal med företag om försäkringslösningar avseende de pensionsförmåner anställda intjänat före år 1998.","Pensionsförsäkringslösningar för pensionsförmåner som är intjänade före 1998",""
"a572","572","Förändring av pensionsavsättningar","liability_non_current",False,"Här redovisas de pensionskostnader som beräknats enligt den s.k. blandmodellen, dock ej de kostnader som definierats som finansiell kostnad. På underkonto 5721 och 5722 redovisas förändring av pensionsavsättning respektive förändring av särskild avtalspension, visstidspension och liknande. Pensionskostnad avgiftsbestämd ålderspension redovisas på konto 575. Se rekommendation RKR R10 Pensioner. Förändring av pensionsavsättningar efterfrågas av SCB i RS. Bokför inte på kontot • Finansiella kostnader för pensioner ska redovisas på konto 853 Finansiell kostnad, förändring av pensionsavsättningar.","Förändring av pensionsavsättningar",""
"a5721","5721","Förändring av pensionsavsättningar","liability_non_current",False,"På underkontot redovisas de pensionskostnader som beräknas enligt blandmodellen, dock ej de kostnader som definieras som ränta. Motkonto • De kostnader som debiteras på detta underkonto har konto 221 Avsättningar för pensioner och liknande förpliktelser, som motkonto.","Förändring av pensionsavsättningar",""
"a5722","5722","Förändring av avsättning för särskild avtalspension, visstidspension och liknande","liability_non_current",False,"På underkontot redovisas de kostnader som uppkommit under året till följd av särskild avtalspension, visstidspension och liknande förpliktelser för anställda och förtroendevalda. Motkonto • De kostnader som debiteras på detta underkonto har konto 222 Avsättning för särskild avtalspension, visstidspension och liknande, som motkonto.","Förändring av avsättning för särskild avtalspension, visstidspension och liknande",""
"a573","573","Pensionsutbetalningar","liability_non_current",False,"Här redovisas av kommunen utbetalda pensioner till tidigare anställda. Pensionsutbetalningar efterfrågas av SCB i RS.","Pensionsutbetalningar",""
"a5731","5731","Pensionsutbetalningar, avtalspensioner intjänade fr.o.m. 1998","liability_non_current",False,"Pensionsutbetalningar, avtalspensioner intjänade fr.o.m. 1998 efterfrågas av SCB i RS.","Pensionsutbetalningar, avtalspensioner intjänade fr.o.m. 1998",""
"a5732","5732","Pensionsutbetalningar, avtalspensioner intjänade före 1998","liability_non_current",False,"Pensionsutbetalningar, avtalspensioner intjänade före 1998, efterfrågas av SCB i RS.","Pensionsutbetalningar, avtalspensioner intjänade före 1998",""
"a5733","5733","Pensionsutbetalningar av särskild avtalspension, visstidspension och liknande","liability_non_current",False,"Pensionsutbetalningar av särskild avtalspension, visstidspension och liknande efterfrågas av SCB i RS.","Pensionsutbetalningar av särskild avtalspension, visstidspension och liknande",""
"a574","574","Förvaltningsavgifter","liability_non_current",False,"På detta konto redovisas förvaltningsavgifter i samband med pensionsförvaltning. Förvaltningsavgifter efterfrågas av SCB i RS.","Förvaltningsavgifter",""
"a575","575","Pensionskostnad, avgiftsbestämd ålderspension","liability_non_current",False,"Här redovisas kostnaden för den avgiftsbestämda ålderspensionen. För att särredovisa olika pensionsavtal kan särskilda underkonton läggas upp för KAP-KL, AKAP-KL/AKAP-KR. Pensionskostnad, avgiftsbestämd ålderspension efterfrågas av SCB i RS. Motkonto • För upplupna pensionskostnader för avgiftsbestämd ålderspension, vilka utbetalas året efter bokslutsåret, används konto 296 Upplupen pensionskostnad, avgiftsbestämd ålderspension.","Pensionskostnad, avgiftsbestämd ålderspension",""
"a591","591","Aktivering av eget arbete vid utveckling av anläggningstillgångar","liability_non_current",False,"Detta konto används som motkonto vid aktivering av eget arbete vid utveckling av anläggningstillgångar i det fall man uppfyller kriterierna för aktivering, se RKR R4 Materiella anläggningstillgångar samt RKR R3 Immateriella anläggningstillgångar. För egen personal som arbetar med att utveckla eller iordningställa anläggningstillgångar får endast löneutgift (lön samt PO) för den nedlagda arbetstiden tas med i anskaffningsvärdet. Kravet är att tidredovisning sker och används som grund för aktivering.","Aktivering av eget arbete vid utveckling av anläggningstillgångar",""
"a592","592","Aktivering av eget arbete vid utveckling av omsättningstill-gångar","liability_non_current",False,"Detta konto används som motkonto vid aktivering av eget arbete vid utveckling av exploateringsprojekt som redovisas som omsättningstillgång.","Aktivering av eget arbete vid utveckling av omsättningstill-gångar",""
"a599","599","Övriga lönejusteringar","liability_non_current",False,"Detta konto används som motkonto vid andra lönejusteringar än aktiverat arbete vid utveckling av anläggnings- och omsättningstillgångar.","Övriga lönejusteringar",""
"a601","601","Lokal- och bostadshyror","liability_non_current",False,"På detta konto redovisas hyreskostnader för hyrda lokaler. Som hyra redovisas det av fastighetsägaren debiterade beloppet, bestående av grundhyra och de hyrestillägg som ingår i hyresbeloppet, exempelvis vatten och avlopp, bränsle med mera. Även hyreskostnader för förråd, garage och parkeringsplatser redovisas på detta konto. Kontot kan underindelas i till exempel lokalhyror, bostadshyror och tillfällig hyra av lokaler. Lokalhyror efterfrågas av SCB i RS. Bokför inte på kontot • Kostnader för el som kan särskiljas redovisas på konto 621 El.","Lokal- och bostadshyror",""
"a602","602","Markhyror","liability_non_current",False,"På detta konto redovisas kostnader för hyra/arrende av mark, det vill säga fastighet utan byggnad. Här redovisas också tomträttsavgäld i det fall kommunen inte har äganderätt till den mark på vilken fastigheten står. Markhyror efterfrågas av SCB i RS.","Markhyror",""
"a613","613","Städ- och renhållningstjänster","liability_non_current",False,"Köp av tjänster som städning, fönsterputsning och hygien för fastigheter redovisas på detta konto. På kontot bokförs kostnader för fastigheternas renhållning och städning, när städning inte utförs av kommunens personal. Om städpersonalen är anställd hos kommunen, redovisas deras löner i kontoklass 5. Vid behov kan kontot indelas i följande underkonton: • Lokalvård, exempelvis städning • Sophämtning • Snöskottning • Trädgårdsskötsel • Halkbekämpning, exempelvis sandning • Sotning Bokför inte på kontot • Kostnader för glödlampor, elsäkringar, sladdar, pappershanddukar o.d. bokförs på konto 646 Förbrukningsmaterial. • Kostnader enligt avtal för hyra inkl. tvätt av t.ex. entrémattor redovisas på konto 632 Operationell leasing/hyra av inventarier.","Städ- och renhållningstjänster",""
"a615","615","Mindre reparationer och underhåll av fastigheter","liability_non_current",False,"På detta konto bokförs köp av tjänster avseende mindre reparationer och underhåll av fastigheter. Här bokförs även kostnader för inredningsarbeten av smärre förändringskaraktär, såsom nedtagning och uppsättning av väggar, upptagande av dörrar, ommålning i samband med flyttning. Se även anvisningarna till konto 117 Pågående ny-, till- och ombyggnad. Mer omfattande reparationer och underhåll av fastigheter som kan definieras som entreprenader redovisas på konto 617 Fastighets-, anläggnings- och reparationsentreprenader. Bokför inte på kontot • Mer omfattande reparationer och underhåll av fastigheter som syftar till att bibehålla byggnader och anläggningar i ursprungligt skick, t.ex. entreprenader redovisas på konto 617 Fastighets-, anläggnings- och reparationsentreprenader.","Mindre reparationer och underhåll av fastigheter",""
"a617","617","Fastighets-, anläggnings- och reparationsentreprenader","liability_non_current",False,"På kontot redovisas kostnader och utgifter för fastighetsentreprenader, anläggningsentreprenader och reparationstjänster av större omfattning på kommunens fastigheter och hyrda lokaler. Även kostnader för byggkonsulter vid genomförande av entreprenader redovisas här. Med fastighetsentreprenader avses ny-, tillbyggnads- och förbättringsarbeten. I detta ingår byggnadsarbeten, rivningsarbeten, VVS- och elarbeten, inredningsarbeten, målningsarbeten etc på byggnader. Med anläggningsentreprenader avses entreprenader för anläggande av gator, vägar, broar, parker samt muddring av hamnar och kanaler på mark och markanläggningar. Som reparation räknas arbeten som avser att bibehålla byggnader och anläggningar i ursprungligt skick vad gäller funktion och kapacitet. Reparation och underhåll av mindre omfattning betraktas som driftskostnad och redovisas på konto 615. Utgifter som ska aktiveras överförs till respektive tillgångskonto i kontogrupp 11, Mark, byggnader och anläggningar. Investeringsutg","Fastighets-, anläggnings- och reparationsentreprenader",""
