"id","code","name","account_type","reconcile","note","name@sv_SE","tax_ids"
"a238","238","Skuld för avgifter samt offentliga bidrag (investeringar)","liability_non_current",False,"Här redovisas anläggnings- och anslutningsavgifter där kommunen har ett åtagande för att tillhandahålla framtida tjänster eller offentliga bidrag som avser att täcka investeringsutgifter av olika slag. Då de investeringsutgifter som avgifterna och de offentliga bidragen ska täcka har olika nyttjandeperioder, måste inkomsterna delas upp proportionellt i förhållande till nedlagda utgifter och beräknad nyttjandeperiod för de olika investeringsobjekten. Avgifterna och investeringsbidragen bokförs initialt som skuld på underkonton till detta konto. Se även RKR:s rekommendation RKR R2 Intäkter. I de fall en fond för framtida investeringar inom VA-verksamheten har byggts upp kan separata underkonton läggas upp för att hantera skulden (fonden) samt upplösningen av skulden (fonden). När de anläggningar som avgifterna och investeringsbidragen avser utrangeras ur kontogrupp 10, 11 eller 12 ska utrangering även ske på konto 238. Skuld för avgifter samt offentliga bidrag uppdelat på motparter efter","Skuld för avgifter samt offentliga bidrag (investeringar)",""
"a2383","2383","Skuld för anläggningsavgifter/ anslutningsavgifter","liability_non_current",False,"Anläggningsavgifter/anslutningsavgifter avser att täcka investeringsutgifter för anslutning av fastigheter till det kommunala vatten- och avloppsnätet där kommunen har ett åtagande för att tillhandahålla framtida tjänster. Anläggningsavgifter och anslutningsavgifter bokförs initialt som skulder på detta underkonto.","Skuld för anläggningsavgifter/ anslutningsavgifter",""
"a2384","2384","Ackumulerade upplösningar av anläggnings/ anslutningsavgifter","liability_non_current",False,"I takt med att anläggningarna som anläggnings/anslutningsavgifterna avser skrivs av upplöses (intäktsförs) anläggnings/anslutningsavgifterna på detta underkonto. Upplösning av skulder för anläggnings/anslutningsavgifter sker på underkonto 3122 Anläggningsavgifter/anslutningsavgifter.","Ackumulerade upplösningar av anläggnings/ anslutningsavgifter",""
"a2388","2388","Skuld för offentliga bidrag (investeringar)","liability_non_current",False,"Offentliga bidrag som avser att täcka investeringsutgifter bokförs initialt som skuld på detta underkonto. För definition av offentliga bidrag hänvisas till RKR R2 Intäkter. Här redovisas t.ex. statliga investeringsbidrag till gång- och cykelvägar samt övriga bidrag där bidragsgivaren tillskjuter medel för investering i en specifik tillgång. För att säkerställa att investeringsbidrag och upplösning av investeringsbidrag tas bort när anläggningstillgångarna utrangeras måste det var möjligt att härleda investeringsbidragen till de anläggningstillgångar som bidragen avser. Detta görs förslagsvis i anläggningsredovisningen. Ökningen på kontot i form av statliga investeringsbidrag efterfrågas av SCB som inkomster i RS i investeringsredovisningen.","Skuld för offentliga bidrag (investeringar)",""
"a2389","2389","Ackumulerade upplösningar av offentliga bidrag (investeringar)","liability_non_current",False,"I takt med att anläggningarna som investeringsbidragen avser skrivs av upplöses (intäktsförs) investeringsbidragen på detta underkonto. Upplösning av skulder för offentliga investeringsbidrag sker på konto 357 Offentliga bidrag (investeringar).","Ackumulerade upplösningar av offentliga bidrag (investeringar)",""
"a239","239","Övriga långfristiga skulder","liability_non_current",False,"Detta konto används för andra långfristiga skulder än som omfattas av konto 232–238, för vilka särskilda konton inte lagts upp i denna kontogrupp. Här redovisas även förutbetalda privata investeringsbidrag, förutbetalda gatukostnadsersättningar som tas ut enligt PBL 6 kap 24–27 §§ samt exploateringsersättningar som tas ut i enlighet med PBL 6 kap 39–42 §§, i de fall intäktskriterierna i RKR R2 Intäkter inte är uppfyllda. I takt med att de investeringar som ersättningarna avser färdigställs så intäktsförs ersättning-en och skulden på detta konto upplöses. Om någon del av den förutbetalda intäkten ska upplösas inom det närmaste året, ska denna del redovisas som kortfristig skuld, konto 242 Kortfristig del av långfristig skuld. Övriga långfristiga skulder efterfrågas av SCB i RS tillsammans med konto 232 Kontokredit, långfristig del.","Övriga långfristiga skulder",""
"a241","241","Kortfristiga låneskulder","liability_non_current",False,"På detta konto redovisas kortfristiga låneskulder, till exempel kortfristiga bank- och reverslån samt kortfristiga obligations- och förlagslån. Bokför inte på kontot • Kortfristig del av långfristiga skulder redovisas på konto 242. • Kortfristiga lån i utländsk valuta redovisas på konto 243.","Kortfristiga låneskulder",""
"a242","242","Kortfristig del av långfristig skuld","liability_non_current",False,"Detta konto används för kortfristig del av långfristiga skulder som redovisas på konto 231–236 samt 239. Enligt rekommendation RKR R7 Finansiella tillgångar och finansiella skulder, ska en långfristig skuld som förfaller till betalning inom tolv månader räknat från balansdagen även fortsättningsvis vara klassificerad som långfristig under förutsättning att samtliga villkor nedan är uppfyllda: a) den ursprungliga löptiden var längre än tolv månader b) kommunen har för avsikt att refinansiera skulden långfristigt och c) denna avsikt stöds av en överenskommelse om refinansiering eller en överenskommelse om ändrad amorteringsplan som träffats innan årsredovisningen eller delårsrapporten avlämnas. Uppfylls inte villkoren ovan redovisas skulden som kortfristig skuld på detta konto. Kortfristig del av långfristig skuld efterfrågas av SCB i RS. Motkonton • Konto 231 Obligations- och förlagslån • Konto 234 Lån i banker och kreditinstitut • Konto 239 Övriga långfristiga skulder","Kortfristig del av långfristig skuld",""
"a2421","2421","Obligationsprogram och förlagslån, kortfristig del","liability_non_current",False,"På kontot redovisas del av långfristiga obligationsprogram och förlagslån som ska amorteras inom det närmaste året. Motkonton • Konto 231 Obligationsprogram och förlagslån","Obligationsprogram och förlagslån, kortfristig del",""
"a2428","2428","Kontokredit, kortfristig del","liability_non_current",False,"På kontot redovisas utnyttjad kontokredit som bedöms som kortfristig samt del av långfristig kontokredit som ska amorteras inom det närmaste året. Motkonton • Konto 232 Kontokredit, långfristig del","Kontokredit, kortfristig del",""
"a243","243","Kortfristiga lån i utländsk valuta","liability_non_current",False,"Här redovisas kortfristiga lån från utländska långivare samt kortfristiga lån från svenska banker i utländsk valuta. Skulder i utländsk valuta omräknas efter växelkursen på balansdagen enligt 7 kap 9 § LKBR. För valutasäkrade lån görs ingen omräkning, se rekommendation R8 Derivat och säkringsredovisning. Se även anvisningarna till konto 848 Valutakursvinster och 858, Valutakursförluster. Motkonton • Konto 2342 Lån i utländsk valuta","Kortfristiga lån i utländsk valuta",""
"a244","244","Kortfristig del av leasingskuld","liability_non_current",False,"Här redovisas den del av leasingskulden för finansiell leasing som ska amorteras inom ett år. Motkonton • Konto 237 Långfristig leasingskuld","Kortfristig del av leasingskuld",""
"a246","246","Kortfristiga skulder till koncernföretag","liability_non_current",False,"På detta konto redovisas kortfristiga skulder till kommunens koncernföretag. Kortfristiga skulder till koncernföretag efterfrågas av SCB i RS. Motkonton • Konto 236 Långfristiga skulder till koncernföretag","Kortfristiga skulder till koncernföretag",""
"a249","249","Övriga kortfristiga skulder till kreditinstitut och kunder","liability_non_current",False,"Kontot används för övriga kortfristiga skulder till kreditinstitut och kunder för vilka några särskilda konton inte lagts upp inom kontogruppen.","Övriga kortfristiga skulder till kreditinstitut och kunder",""
"a251","251","Leverantörsskulder","liability_non_current",False,"På detta konto redovisas kommunens leverantörsskulder. Kontot krediteras vid mottagandet av leverantörsfakturor och debiteras vid betalning av dessa. Skulder i utländsk valuta omräknas enligt växelkursen på balansdagen. Värderegleringar redovisas på detta konto. Se även anvisningarna till konto 369 Övrig försäljning av tjänster och 769 Diverse övriga kostnader. Leverantörsskulder till kommunens koncernföretag ska kunna särskiljas genom förslagsvis annan koddel (motpart). Alternativt kan separat konto eller underindelning av konto nyttjas. Leverantörsskulder totalt och leverantörsskulder till kommunens koncernföretag (motpart 5–7) efterfrågas av SCB i RS.","Leverantörsskulder",""
"a261","261","Utgående moms, 25 %","liability_non_current",False,"Kontot krediteras med den utgående moms som ska uppgå till 25 % av beskattningsvärdet. Kontot kan vid behov underindelas i:","Utgående moms, 25 %",""
"a2611","2611","Utgående moms på försäljning inom Sverige, 25 %","liability_non_current",False,"","Utgående moms på försäljning inom Sverige, 25 %",""
"a2612","2612","Utgående moms på egna uttag (viss fastighetsskötsel), 25 %","liability_non_current",False,"","Utgående moms på egna uttag (viss fastighetsskötsel), 25 %",""
"a262","262","Utgående moms, 12 %","liability_non_current",False,"Kontot krediteras med den utgående moms som ska uppgå till 12 % av beskattningsvärdet. Kontot kan vid behov underindelas, se konto 261.","Utgående moms, 12 %",""
"a263","263","Utgående moms, 6 %","liability_non_current",False,"Kontot krediteras med den utgående moms som ska uppgå till 6 % av beskattningsvärdet. Kontot kan vid behov underindelas, se konto 261.","Utgående moms, 6 %",""
"a264","264","Utgående moms på varuförvärv från annat EU-land","liability_non_current",False,"Här redovisas summan av utgående moms, 25 %, 12 % och 6 %, som belöper på förvärv av varor som anskaffats med åberopande av kommunens momsregistreringsnummer, så kallat unionsinternt förvärv. Kontot kan vid behov underindelas efter skattesats. Motkonton • Konto 1675 Beräknad ingående mervärdesskatt på förvärv från utlandet till skattskyldiga verksamheter, eller • Konto 1678 Beräknad momsersättning på förvärv från utlandet till skattefria verksamheter","Utgående moms på varuförvärv från annat EU-land",""
"a265","265","Utgående moms på tjänsteförvärv från annat EU-land","liability_non_current",False,"Här redovisas summan av utgående moms, 25 %, 12 % och 6 %, som belöper på sådana förvärv av tjänster från annat EU-land för vilka kommunen är skattskyldig. Kontot kan vid behov underindelas efter skattesats. Motkonton • Konto 1675 Beräknad ingående mervärdesskatt på förvärv från utlandet till skattskyldiga verksamheter, eller • Konto 1678 Beräknad momsersättning på förvärv från utlandet till skattefria verksamheter","Utgående moms på tjänsteförvärv från annat EU-land",""
"a266","266","Utgående moms på varuförvärv från land utanför EU (import)","liability_non_current",False,"Här redovisas summan av utgående moms, 25 %, 12 % och 6 %, som belöper på förvärv av varor från land utanför EU (import) för vilka kommunen är skattskyldig. Kontot kan vid behov underindelas efter skattesats. Motkonton • Konto 1675 Beräknad ingående mervärdesskatt på förvärv från utlandet till skattskyldiga verksamheter, eller • Konto 1678 Beräknad momsersättning på förvärv från utlandet till skattefria verksamheter","Utgående moms på varuförvärv från land utanför EU (import)",""
"a267","267","Utgående moms på tjänsteförvärv från land utanför EU","liability_non_current",False,"Här redovisas summan av utgående moms, 25 %, 12 % och 6 %, som belöper på sådana förvärv av tjänster från land utanför EU för vilka kommunen är skattskyldig. Kontot kan vid behov underindelas efter skattesats. Motkonton • Konto 1675 Beräknad ingående mervärdesskatt på förvärv från utlandet till skattskyldiga verksamheter, eller • Konto 1678 Beräknad momsersättning på förvärv från utlandet till skattefria verksamheter","Utgående moms på tjänsteförvärv från land utanför EU",""
"a268","268","Moms, redovisningskonto","liability_non_current",False,"Kontot används som redovisningskonto när utgående moms överstiger ingående moms, det vill säga när kommunen har en skuld till staten. Kommunen har normalt en fordran på staten avseende momsersättning, vilken redovisas på konto 168 Fordran mervärdesskatt, redovisningskonto. För skattskyldiga verksamheter har kommunen normalt en skatteskuld till staten. Vid varje redovisningsperiod krediteras kontot med saldot från konto 261–266 och debiteras med saldot från konto 1671 och 1675. Kontot kan vid behov underindelas.","Moms, redovisningskonto",""
"a269","269","Särskilda punktskatter","liability_non_current",False,"På kontot redovisas olika typer av varuskatter, reklamskatt, energiskatt och dylikt. På underkonto 2691 redovisas avfallsskatt.","Särskilda punktskatter",""
"a2691","2691","Avfallsskatt","liability_non_current",False,"Kontot krediteras med beloppet för avfallsskatt enligt Lag om skatt på avfall (1999:673). Huvudregeln är att avfallsskatten ska bokföras som en skuld till staten till dess betalning sker.","Avfallsskatt",""
"a271","271","Personalens källskatt","liability_non_current",False,"Kontot används som avräkningskonto för de anställdas källskatter. Kontot krediteras med de anställdas källskatteavdrag i samband med löneutbetalningar och debiteras med de belopp som inbetalas till Skatteverket. Vid behov kan separat underkonto läggas upp för att särredovisa källskatt för pensionärer där pensionsförvaltare hanterar avdrag och inbetalning till skattekontot. Personalens källskatt efterfrågas av SCB i RS.","Personalens källskatt",""
"a272","272","Lagstadgade sociala avgifter och särskild löneskatt","liability_non_current",False,"På detta konto redovisas de lagstadgade sociala avgifter och eventuell särskild löneskatt som ska betalas den efterföljande månaden. Saldot på kontot redovisar senaste månadens skuld för sociala avgifter och särskild löneskatt. Kontot kan vid behov underindelas för att särredovisa sociala avgifter respektive särskild löneskatt. I samband med att avgifterna dras på skattekontot debiteras detta konto (se anvisningar till konto 561 Lagstadgade arbetsgivaravgifter). Lagstadgade sociala avgifter och särskild löneskatt efterfrågas av SCB i RS. Bokför inte på kontot • Upplupna sociala avgifter på upplupna löner och semesterlöner redovi-sas på konto 293 Upplupna sociala avgifter","Lagstadgade sociala avgifter och särskild löneskatt",""
"a273","273","Införsel","liability_non_current",False,"Kontot krediteras för gjorda införselavdrag och debiteras för de belopp som redovisas till Kronofogden.","Införsel",""
"a274","274","Lönsparande","liability_non_current",False,"Detta konto används som avräkningskonto vid lönsparande. Kontot krediteras för gjorda löneavdrag och debiteras när medlen utbetalas.","Lönsparande",""
"a275","275","Avtalsförsäkringar m.m.","liability_non_current",False,"Detta konto används som avräkningskonto för avtalsförsäkringspremier (grupplivförsäkring med mera). Motkonto • Konto 567 Avtalsförsäkringar","Avtalsförsäkringar m.m.",""
"a276","276","Fackföreningsavgifter","liability_non_current",False,"Detta konto används som avräkningskonto för fackföreningsavgifter. Kontot krediteras för gjorda avdrag för fackföreningsavgifter och debiteras vid inbetalning av dessa avgifter till fackföreningen.","Fackföreningsavgifter",""
"a279","279","Övriga löneavdrag","liability_non_current",False,"På detta konto redovisas övriga löneavdrag för vilka särskilda konton ej lagts upp i denna kontogrupp.","Övriga löneavdrag",""
"a281","281","Skulder för statsbidrag, fastighetsavgift, fastighetsskatt m.m.","liability_non_current",False,"Detta konto används för redovisning av skulder till staten avseende statsbidragsskulder samt skuld avseende fastighetsskatt. Även skuld vid periodisering av kommunal fastighetsavgift samt skuld vid för låg debitering av preliminär särskild löneskatt och fastighetsavgift redovisas här. Skulder för återbetalning av statsbidrag redovisas också här, vid behov kan särskilt underkonto läggas upp för sådana skulder. Skulder för statsbidrag, fastighetsavgift och fastighetsskatt efterfrågas av SCB i RS. Bokför inte på kontot • Fordran som uppkommer vid periodisering av kommunal fastighetsavgift redovisas på konto 165 Fordringar hos staten. • Kommunalskatteskulder redovisas på konto 298 Förutbetalda skatteintäkter.","Skulder för statsbidrag, fastighetsavgift, fastighetsskatt m.m.",""
"a2811","2811","Avräkning för skatter och avgifter (skattekonto)","liability_non_current",False,"Kontot används vid negativt saldo på skattekontot. Se konteringsinstruktionerna till underkonto 1651 Avräkning för skatter och avgifter (Skattekonto).","Avräkning för skatter och avgifter (skattekonto)",""
"a2812","2812","Förutbetalda generella statsbidrag","liability_non_current",False,"Kontot används vid redovisning av förutbetalda generella statsbidrag som avser kommande räkenskapsår.","Förutbetalda generella statsbidrag",""
"a2813","2813","Förutbetalda riktade statsbidrag och kostnadsersättningar","liability_non_current",False,"Kontot används vid redovisning av förutbetalda riktade statsbidrag och kostnadsersättningar från staten som avser kommande räkenskapsår.","Förutbetalda riktade statsbidrag och kostnadsersättningar",""
"a289","289","Andra kortfristiga skulder","liability_non_current",False,"På kontot redovisas andra kortfristiga skulder än de för vilka särskilda konton inte lagts upp i kontogrupp 24–28.","Andra kortfristiga skulder",""
"a291","291","Upplupna löner","liability_non_current",False,"Detta konto är ett interimskonto för periodisering av lönekostnader. De löneskulder som här redovisas avser inarbetade löner som ännu ej utbetalats vid bokslutstidpunkten. Upplupna löner kan vid behov underindelas, till exempel: • Retroaktiva löner • Okompenserad övertid Motkonto • Kontot krediteras vid räkenskapsperiodens slut för upplupna ännu ej utbetalda löner med konto 505 Upplupna löner, som motkonto. Bokför inte på kontot • Upplupna semesterlöner redovisas på konto 292 Upplupna semester-löner och upplupna sociala avgifter redovisas på konto 293 Upplupna sociala avgifter.","Upplupna löner",""
"a292","292","Upplupna semesterlöner","liability_non_current",False,"Detta konto är interimskonto för periodisering av ferie-, uppehålls- och semesterlöner, det vill säga semesterlöneskuld. Upplupna semesterlöner efterfrågas av SCB i RS. Motkonto • Kontot krediteras med upplupna semesterlöner med konto 511 Semesterlön, som motkonto. Bokför inte på kontot • Okompenserad övertid redovisas på konto 291 Upplupna löner. • Sociala avgifter för semesterlöneskulden redovisas på konto 293 Upplupna sociala avgifter.","Upplupna semesterlöner",""
"a293","293","Upplupna sociala avgifter","liability_non_current",False,"På detta konto redovisas beräknade upplupna sociala avgifter som avser periodiserade löner och semesterlöner, det vill säga sådana upplupna kost-nader som redovisas som skuld på konto 291 Upplupna löner, och 292 Upplupna semesterlöner. Upplupna sociala avgifter efterfrågas av SCB i RS.","Upplupna sociala avgifter",""
"a2931","2931","Upplupna sociala avgifter","liability_non_current",False,"På kontot redovisas beräknade upplupna sociala avgifter avseende periodiserade löner och semesterlöner. Bokför inte på kontot • Lagstadgade sociala avgifter som rapporteras månadsvis till Skattever-ket och betalas den efterföljande månaden redovisas på konto 272 Lagstadgade sociala avgifter och särskild löneskatt.","Upplupna sociala avgifter",""
"a2933","2933","Upplupen särskild löneskatt, avgiftsbestämd ålderspension","liability_non_current",False,"På detta underkonto redovisas den upplupna löneskatten för den avgiftsbestämda ålderspensionen (se anvisningar till konto 563 Löneskatt). Upplupen särskild löneskatt på pensioner efterfrågas av SCB i RS.","Upplupen särskild löneskatt, avgiftsbestämd ålderspension",""
"a2934","2934","Upplupen särskild löneskatt på utbetalda pensioner","liability_non_current",False,"På detta underkonto redovisas den upplupna löneskatten för utbetalda pensioner.","Upplupen särskild löneskatt på utbetalda pensioner",""
"a2935","2935","Upplupen särskild löneskatt på försäkringsavgifter och försäkringslösningar","liability_non_current",False,"På detta underkonto redovisas den upplupna löneskatten för försäkringspremier för särskilt tecknade pensionsförsäkringar samt försäkringslösningar för pensioner som tecknats för en grupp anställda eller som individuella lösningar. Även särskild löneskatt på pensionskostnader genom löneväxling redovisas här.","Upplupen särskild löneskatt på försäkringsavgifter och försäkringslösningar",""
"a294","294","Upplupna räntekostnader","liability_non_current",False,"Detta konto är interimskonto för periodisering av diverse ränteutgifter. Upplupna, ännu ej betalda räntekostnader redovisas här. Motkonto • Konto 852 Räntekostnader","Upplupna räntekostnader",""
"a295","295","Förutbetalda hyresintäkter","liability_non_current",False,"Detta konto är interimskonto för periodisering av förutbetalda hyresintäkter. Motkonto • Konto 341 Bostads- och lokalhyror","Förutbetalda hyresintäkter",""
"a296","296","Upplupen pensionskostnad, avgiftsbestämd ålderspension","liability_non_current",False,"Här redovisas upplupna pensionskostnader för avgiftsbestämd ålderspension. För KAP-KL återfinns i årsbokslutet en uppbokning för hela räkenskapsårets avgifter. Dessa regleras genom en faktura i mars året efter. För AKAP-KL sker kvartalsförmedling, där det under innevarande år faktureras två kvartal. I årsbokslutet återfinns resterande del (50 %) av räkenskapsårets avgifter uppbokade. Dessa regleras genom faktura i mars respektive juni året efter. Från 2023 gäller avtalet AKAP-KR med samma rutin för kvartalsförmedling som tidigare AKAP-KL. Om man önskar separera avtalen kan underkonton läggas upp enligt följande: • 2961 Avgiftsbestämd pension, KAP-KL • 2962 Avgiftsbestämd pension, AKAP-KL/AKAP-KR Vid behov kan två separata underkonton användas för AKAP-KL/AKAP-KR för att särskilja skulden för innevarande och tidigare år. Upplupen pensionskostnad avgiftsbestämd ålderspension efterfrågas av SCB i RS. Motkonto • Konto 575 Pensionskostnad, avgiftsbestämd ålderspension Bokför inte på kontot ","Upplupen pensionskostnad, avgiftsbestämd ålderspension",""
"a297","297","Upplupna pensionskostnader, försäkringsavgifter och försäkringslösningar","liability_non_current",False,"På detta konto redovisas de upplupna kostnader som kommunen har för försäkringspremier för särskilt tecknade pensionsförsäkringar samt försäkringslösningar för pensioner.","Upplupna pensionskostnader, försäkringsavgifter och försäkringslösningar",""
"a298","298","Förutbetalda skatteintäkter","liability_non_current",False,"Detta konto är interimskonto för periodisering av skatteintäkter. Här redovisas den slutavräkning som sker kollektivt för kommunsektorn. En negativ skatteavräkning, det vill säga en återbetalning av för mycket preliminärt utbetalda skatteintäkter, ska redovisas som en intäktsminskning. Se rekommendation RKR R2 Intäkter. En positiv skatteavräkning för ett år ska inte kvittas mot en negativ skatteavräkning för ett annat år. Kontot kan underindelas för att särredovisa olika år. Förutbetalda skatteintäkter efterfrågas av SCB i RS. Motkonto • Konto 805 Skatteavräkning Bokför inte på kontot • En positiv skatteavräkning, dvs. en fordran, redovisas på konto 178.","Förutbetalda skatteintäkter",""
"a299","299","Övriga interimsskulder","liability_non_current",False,"Detta konto är interimskonto för periodisering av andra upplupna kostnader och förutbetalda intäkter än de som omfattas av konto 291–298. Här redovisas till exempel upplupna avgifter för kompletterande pensionsförsäkringar och andra kollektiva avgifter med mera. På detta konto redovisas även skulder för levererade varor och tjänster som vid bokslutstidpunkten ej fakturerats. I fall det uppstår överskott (skuld) till avgiftskollektiv som ska regleras utgör detta en förutbetald intäkt som redovisas på detta konto. Regleringen ska ske så snart som möjligt där treårsgränsen utgör en bortre gräns. I grunden är skulden kortfristig, men om man gör bedömningen att en del av överskottet kommer att regleras över längre tid än ett år kan den lång-fristiga delen hänföras till konto 239 Övriga långfristiga skulder. Vid behov kan separat underkonton läggas upp för förutbetalda intäkter för t.ex. VA- eller avfallskollektivet.","Övriga interimsskulder",""
"a301","301","Försäljningsintäkter","liability_non_current",False,"På detta konto redovisas intäkter avseende försäljning av varor och material.","Försäljningsintäkter",mp1
"a311","311","Förrättnings- och granskningsavgifter","liability_non_current",False,"På detta konto redovisas så kallade förrättnings- och granskningsavgifter, exempelvis bygglovsavgifter, livsmedelskontroll eller andra avgifter som uttas i samband med myndighetsutövning. För att underlätta intäktsuppföljningen kan kontot underindelas i fasta och rörliga förrättnings- och granskningsavgifter. Förrättnings- och granskningsavgifter efterfrågas av SCB i RS.","Förrättnings- och granskningsavgifter",""
"a312","312","Anslutnings- och anläggningsavgifter","liability_non_current",False,"På detta konto redovisas avgifter som t.ex. gatukostnadsersättningar enligt PBL 6 kap. 24-27 §§ och, anslutnings- och anläggningsavgifter inom till exempel VA-verksamheten. Enligt rekommendation RKR R2 Intäkter ska anslutningsavgifter och anläggningsavgifter först skuldföras, för att sedan upplösas (intäktsföras) i takt med att investeringarna som ersättningarna och avgifterna avser skrivs av under sina nyttjandeperioder. Anslutnings- och anläggningsavgifter efterfrågas av SCB i RS. För investeringsinkomster efterfrågas uppgiften uppdelad på motpart.","Anslutnings- och anläggningsavgifter",""
"a3121","3121","Gatukostnadsersättningar (PBL)","liability_non_current",False,"På detta underkonto redovisas gatukostnadsersättningar som beräknas och fastställs i enlighet med reglerna i PBL 6 kap. 24-27 §§. Gatukostnadsersättningen intäktsredovisas enligt RKR:s rekommendation R2 Intäkter i takt med att kriterierna för att redovisa intäkten är uppfyllda, dvs. i takt med att investeringen som ersättningen avser att finansiera färdigställs. Om investeringen inte är färdigställd och kriterierna för intäktsredovisning inte är uppfyllda så skuldförs ersättningen på konto 239 Övriga långfristiga skulder. Bokför inte på kontot • Ersättningar för finansiering av investeringar i gator m.m. inom ramen för exploateringsavtal enligt PBL 6 kap 39-42 §§ redovisas på konto 373 Övriga ersättningar, exploateringsverksamhet.","Gatukostnadsersättningar (PBL)",""
"a3122","3122","Anläggningsavgifter/ anslutningsavgifter","liability_non_current",False,"På detta konto redovisas anslutnings- och anläggningsavgifter inom VA-verksamheten. Enligt rekommendation RKR R2 Intäkter ska sådana anslutningsavgifter och anläggningsavgifter först skuldföras, för att sedan upplösas (intäktsföras) i takt med att investeringarna som ersättningarna och avgifterna avser skrivs av under sina nyttjandeperioder. Det gäller även i de fall kommunen istället för att ta ut anslutningsavgift övertar VA-ledningar från exploatören i samband med exploatering. Anslutningsavgifter och anläggningsavgifter skuldförs till att börja med på underkonto 2383 Skuld för anläggningsavgifter/ anslutningsavgifter. Motkonto • Den upplösning (intäktsföring) av anslutningsavgifter/anläggningsavgifter som sker på underkonto 2384 Ackumulerade upplösningar av anläggnings-/anslutningsavgifter, motbokas här.","Anläggningsavgifter/ anslutningsavgifter",""
"a3123","3123","Upplösning av medel för investeringar inom VA-verksamheten","liability_non_current",False,"På detta konto redovisas upplösningen av medel ur fond för framtida investeringar inom VA-verksamheten. Fond för framtida investeringar skuldförs till att börja med på underkonto, separat under konto 238. Motkonto • Den upplösning (intäktsföring) av fond för framtida investeringar som sker på konto 238 motbokas här.","Upplösning av medel för investeringar inom VA-verksamheten",""
"a313","313","Övriga taxor och avgifter","liability_non_current",False,"På detta konto redovisas övriga taxor och avgifter för de tjänster och den service som kommunen tillhandahåller kommuninvånarna, som till exempel taxor och avgifter för barnomsorg, hemtjänst, el, värme, vatten, renhållning, parkering och kollektivtrafik. På detta konto redovisas även olika former av plikt- och förseningsavgifter från bibliotek samt felparkeringsavgifter och avgifter för olika former av tillståndsgivning. För att underlätta intäktsuppföljningen kan kontot underindelas i fasta och rörliga taxor och avgifter. Momsredovisningen kan underlättas om en åtskillnad görs mellan momspliktiga och ej momspliktiga avgifter. Övriga taxor och avgifter efterfrågas av SCB i RS. För verksamheterna förskola och fritidshem efterfrågar SCB uppgifter för avgiftsintäkter som kommunen erhåller för verksamhet som bedrivs av annan utförare än kommunen. Bokför inte på kontot • Förrättnings- och granskningsavgifter i samband med myndighetsutövning redovisas under konto 311. • Om kommunen erhåller ","Övriga taxor och avgifter",""
"a341","341","Bostads- och lokalhyror","liability_non_current",False,"På detta konto bokförs intäkter som avser uthyrning av bostäder och andra lokaler. Observera att även hyresintäkter från boende vid kommunens särskilda boendeformer redovisas här. Bostads- och lokalhyror efterfrågas av SCB i RS.","Bostads- och lokalhyror",""
"a342","342","Markhyror och arrenden m.m.","liability_non_current",False,"På detta konto redovisas intäkter från uthyrning/arrenden av mark, det vill säga fastighet utan byggnad. Här redovisas även tomträttsavgälder. Markhyror och arrenden efterfrågas av SCB i RS.","Markhyror och arrenden m.m.",""
"a343","343","Fordons- och maskinhyror","liability_non_current",False,"På detta konto redovisas intäkter från uthyrning av fordon och arbetsmaskiner.","Fordons- och maskinhyror",""
"a344","344","Hyror för inventarier och material","liability_non_current",False,"På detta konto redovisas intäkter från uthyrning av inventarier och material.","Hyror för inventarier och material",""
"a345","345","Tillfälliga lokalupplåtelser","liability_non_current",False,"På detta konto redovisas intäkter från mera tillfälliga uthyrningar av lokaler och anläggningar, exempelvis uthyrning av gymnastiksalar, idrottsanläggningar och sammanträdesrum.","Tillfälliga lokalupplåtelser",""
"a349","349","Övriga hyror och arrenden","liability_non_current",False,"På detta konto redovisas övriga hyror och arrenden för vilka särskilda konton inte lagts upp i denna kontogrupp. Här redovisas t.ex. hyresintäkter från campingplatser, intäkter från arrendeavtal samt parkeringsplatser.","Övriga hyror och arrenden",""
"a351","351","Kostnadsersättningar och riktade bidrag, ej investeringsbidrag","liability_non_current",False,"På detta konto redovisas verksamhetsanknutna intäkter i form av driftbidrag från staten, statliga myndigheter, regioner, kommunalförbund, SKR samt kommuner. Här redovisas till exempel statsbidrag för maxtaxa för skolverksamhet och skolbarnomsorg, driftbidrag för arbetsmarknadspolitiska åtgärder, lönebidrag, ersättningar från stiftelsen Omställningsfonden för genomförda omställningsinsatser, miljöbidrag samt bidrag för flykting- och integrationsverksamhet. Även statens ersättning för del av kommunens kostnader för omställningsförsäkringen KOM-KR redovisas på kontot. Om den särredovisning på motpart som SCB efterfrågar i RS inte kan lösas via koddelen motpart kan underkonton läggas upp i koddelen konto för de olika motparterna. SCB efterfrågar i RS driftbidrag med redovisning på motpart staten och statlig myndighet (81) samt stiftelser (85) och summan av motpart kommuner (82), kommunalförbund och SKR (83) och regioner(84). I RS efterfrågas även driftbidrag från staten och statliga myndig","Kostnadsersättningar och riktade bidrag, ej investeringsbidrag",""
