id,code,name,account_type,reconcile,name@sv_SE
a2870,2870,"Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",liability_non_current,False,"Kortfristiga skulder till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
a2871,2871,Kortfristiga skulder till intresseföretag,liability_non_current,False,Kortfristiga skulder till intresseföretag
a2872,2872,Kortfristiga skulder till gemensamt styrda företag,liability_non_current,False,Kortfristiga skulder till gemensamt styrda företag
a2873,2873,Kortfristiga skulder till övriga företag som det finns ett ägarintresse i,liability_non_current,False,Kortfristiga skulder till övriga företag som det finns ett ägarintresse i
a2880,2880,Skuld erhållna bidrag,liability_non_current,False,Skuld erhållna bidrag
a2890,2890,Övriga kortfristiga skulder,liability_non_current,False,Övriga kortfristiga skulder
a2891,2891,Skulder under indrivning,liability_non_current,False,Skulder under indrivning
a2892,2892,Inre reparationsfond/underhållsfond,liability_non_current,False,Inre reparationsfond/underhållsfond
a2893,2893,"Skulder till närstående personer, kortfristig del",liability_non_current,False,"Skulder till närstående personer, kortfristig del"
a2895,2895,Derivat (kortfristiga skulder),liability_non_current,False,Derivat (kortfristiga skulder)
a2897,2897,"Mottagna depositioner, kortfristiga",liability_non_current,False,"Mottagna depositioner, kortfristiga"
a2898,2898,Outtagen vinstutdelning,liability_non_current,False,Outtagen vinstutdelning
a2899,2899,Övriga kortfristiga skulder,liability_non_current,False,Övriga kortfristiga skulder
a2910,2910,Upplupna löner,liability_payable,True,Upplupna löner
a2911,2911,Löneskulder,liability_payable,True,Löneskulder
a2912,2912,Ackordsöverskott,liability_payable,True,Ackordsöverskott
a2919,2919,Övriga upplupna löner,liability_payable,True,Övriga upplupna löner
a2920,2920,Upplupna semesterlöner,liability_payable,True,Upplupna semesterlöner
a2930,2930,Upplupna pensionskostnader,liability_payable,True,Upplupna pensionskostnader
a2931,2931,Upplupna pensionsutbetalningar,liability_payable,True,Upplupna pensionsutbetalningar
a2940,2940,Upplupna lagstadgade sociala och andra avgifter,liability_payable,True,Upplupna lagstadgade sociala och andra avgifter
a2941,2941,Beräknade upplupna lagstadgade sociala avgifter,liability_payable,True,Beräknade upplupna lagstadgade sociala avgifter
a2942,2942,Beräknad upplupen särskild löneskatt,liability_payable,True,Beräknad upplupen särskild löneskatt
a2943,2943,"Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost",liability_payable,True,"Beräknad upplupen särskild löneskatt på pensionskostnader, deklarationspost"
a2944,2944,Beräknad upplupen avkastningsskatt på pensionskostnader,liability_payable,True,Beräknad upplupen avkastningsskatt på pensionskostnader
a2950,2950,Upplupna avtalade sociala avgifter,liability_payable,True,Upplupna avtalade sociala avgifter
a2951,2951,Upplupna avtalade arbetsmarknadsförsäkringar,liability_payable,True,Upplupna avtalade arbetsmarknadsförsäkringar
a2959,2959,"Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost",liability_payable,True,"Upplupna avtalade pensionsförsäkringsavgifter, deklarationspost"
a2960,2960,Upplupna räntekostnader,liability_payable,True,Upplupna räntekostnader
a2970,2970,Förutbetalda intäkter,liability_payable,True,Förutbetalda intäkter
a2971,2971,Förutbetalda hyresintäkter,liability_payable,True,Förutbetalda hyresintäkter
a2972,2972,Förutbetalda medlemsavgifter,liability_payable,True,Förutbetalda medlemsavgifter
a2979,2979,Övriga förutbetalda intäkter,liability_payable,True,Övriga förutbetalda intäkter
a2980,2980,Upplupna avtalskostnader,liability_payable,True,Upplupna avtalskostnader
a2990,2990,Övriga upplupna kostnader och förutbetalda intäkter,liability_payable,True,Övriga upplupna kostnader och förutbetalda intäkter
a2991,2991,Beräknat arvode för bokslut,liability_payable,True,Beräknat arvode för bokslut
a2992,2992,Beräknat arvode för revision,liability_payable,True,Beräknat arvode för revision
a2993,2993,Ospecificerad skuld till leverantörer,liability_payable,True,Ospecificerad skuld till leverantörer
a2998,2998,Övriga upplupna kostnader och förutbetalda intäkter,liability_payable,True,Övriga upplupna kostnader och förutbetalda intäkter
a2999,2999,OBS-konto,liability_payable,True,OBS-konto
a3100,3100,Försäljning av varor utanför Sverige,income,False,Försäljning av varor utanför Sverige
a3200,3200,Försäljning VMB och omvänd moms,income,False,Försäljning VMB och omvänd moms
a3211,3211,Försäljning positiv VMB 25 %,income,False,Försäljning positiv VMB 25 %
a3212,3212,Försäljning negativ VMB 25 %,income,False,Försäljning negativ VMB 25 %
a3231,3231,"Försäljning inom byggsektorn, omvänd skattskyldighet moms",income,False,"Försäljning inom byggsektorn, omvänd skattskyldighet moms"
a3300,3300,Försäljning av tjänster utanför Sverige,income,False,Försäljning av tjänster utanför Sverige
a3305,3305,Försäljning tjänster till land utanför EU,income,False,Försäljning tjänster till land utanför EU
a3308,3308,Försäljning tjänster till annat EU-land,income,False,Försäljning tjänster till annat EU-land
a3400,3400,"Försäljning, egna uttag",income,False,"Försäljning, egna uttag"
a3401,3401,"Egna uttag momspliktiga, 25 %",income,False,"Egna uttag momspliktiga, 25 %"
a3402,3402,"Egna uttag momspliktiga, 12 %",income,False,"Egna uttag momspliktiga, 12 %"
a3403,3403,"Egna uttag momspliktiga, 6 %",income,False,"Egna uttag momspliktiga, 6 %"
a3404,3404,"Egna uttag, momsfria",income,False,"Egna uttag, momsfria"
a3500,3500,Fakturerade kostnader (gruppkonto),income,False,Fakturerade kostnader (gruppkonto)
a3510,3510,Fakturerat emballage,income,False,Fakturerat emballage
a3511,3511,Fakturerat emballage,income,False,Fakturerat emballage
a3518,3518,Returnerat emballage,income,False,Returnerat emballage
a3520,3520,Fakturerade frakter,income,False,Fakturerade frakter
a3521,3521,"Fakturerade frakter, EU-land",income,False,"Fakturerade frakter, EU-land"
a3522,3522,"Fakturerade frakter, export",income,False,"Fakturerade frakter, export"
a3530,3530,Fakturerade tull- och speditionskostnader m.m.,income,False,Fakturerade tull- och speditionskostnader m.m.
a3540,3540,Faktureringsavgifter,income,False,Faktureringsavgifter
a3541,3541,"Faktureringsavgifter, EU-land",income,False,"Faktureringsavgifter, EU-land"
a3542,3542,"Faktureringsavgifter, export",income,False,"Faktureringsavgifter, export"
a3550,3550,Fakturerade resekostnader,income,False,Fakturerade resekostnader
a3560,3560,Fakturerade kostnader till koncernföretag,income,False,Fakturerade kostnader till koncernföretag
a3561,3561,Fakturerade kostnader till moderföretag,income,False,Fakturerade kostnader till moderföretag
a3562,3562,Fakturerade kostnader till dotterföretag,income,False,Fakturerade kostnader till dotterföretag
a3563,3563,Fakturerade kostnader till andra koncernföretag,income,False,Fakturerade kostnader till andra koncernföretag
a3570,3570,"Fakturerade kostnader till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",income,False,"Fakturerade kostnader till intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
a3590,3590,Övriga fakturerade kostnader,income,False,Övriga fakturerade kostnader
a3600,3600,Rörelsens sidointäkter (gruppkonto),income,False,Rörelsens sidointäkter (gruppkonto)
a3610,3610,Försäljning av material,income,False,Försäljning av material
a3611,3611,Försäljning av råmaterial,income,False,Försäljning av råmaterial
a3612,3612,Försäljning av skrot,income,False,Försäljning av skrot
a3613,3613,Försäljning av förbrukningsmaterial,income,False,Försäljning av förbrukningsmaterial
a3619,3619,Försäljning av övrigt material,income,False,Försäljning av övrigt material
a3620,3620,Tillfällig uthyrning av personal,income,False,Tillfällig uthyrning av personal
a3630,3630,Tillfällig uthyrning av transportmedel,income,False,Tillfällig uthyrning av transportmedel
a3670,3670,Intäkter från värdepapper,income,False,Intäkter från värdepapper
a3671,3671,Försäljning av värdepapper,income,False,Försäljning av värdepapper
a3672,3672,Utdelning från värdepapper,income,False,Utdelning från värdepapper
a3679,3679,Övriga intäkter från värdepapper,income,False,Övriga intäkter från värdepapper
a3680,3680,Management fees,income,False,Management fees
a3690,3690,Övriga sidointäkter,income,False,Övriga sidointäkter
a3700,3700,Intäktskorrigeringar (gruppkonto),income,False,Intäktskorrigeringar (gruppkonto)
a3710,3710,Ofördelade intäktsreduktioner,income,False,Ofördelade intäktsreduktioner
a3730,3730,Lämnade rabatter,income,False,Lämnade rabatter
a3731,3731,Lämnade kassarabatter,income,False,Lämnade kassarabatter
a3732,3732,Lämnade mängdrabatter,income,False,Lämnade mängdrabatter
a3750,3750,Punktskatter,income,False,Punktskatter
a3751,3751,Intäktsförda punktskatter (kreditkonto),income,False,Intäktsförda punktskatter (kreditkonto)
a3752,3752,Skuldförda punktskatter (debetkonto),income,False,Skuldförda punktskatter (debetkonto)
a3790,3790,Övriga intäktskorrigeringar,income,False,Övriga intäktskorrigeringar
a3800,3800,Aktiverat arbete för egen räkning (gruppkonto),expense_direct_cost,False,Aktiverat arbete för egen räkning (gruppkonto)
a3840,3840,Aktiverat arbete (material),expense_direct_cost,False,Aktiverat arbete (material)
a3850,3850,Aktiverat arbete (omkostnader),expense_direct_cost,False,Aktiverat arbete (omkostnader)
a3870,3870,Aktiverat arbete (personal),expense_direct_cost,False,Aktiverat arbete (personal)
a3900,3900,Övriga rörelseintäkter (gruppkonto),income,False,Övriga rörelseintäkter (gruppkonto)
a3910,3910,Hyres- och arrendeintäkter,income,False,Hyres- och arrendeintäkter
a3911,3911,Hyresintäkter,income,False,Hyresintäkter
a3912,3912,Arrendeintäkter,income,False,Arrendeintäkter
a3913,3913,Frivilligt momspliktiga hyresintäkter,income,False,Frivilligt momspliktiga hyresintäkter
a3914,3914,Övriga momspliktiga hyresintäkter,income,False,Övriga momspliktiga hyresintäkter
a3920,3920,"Provisionsintäkter, licensintäkter och royalties",income,False,"Provisionsintäkter, licensintäkter och royalties"
a3921,3921,Provisionsintäkter,income,False,Provisionsintäkter
a3922,3922,Licensintäkter och royalties,income,False,Licensintäkter och royalties
a3925,3925,Franchiseintäkter,income,False,Franchiseintäkter
a3940,3940,Orealiserade negativa/positiva värdeförändringar på säkringsinstrument,income,False,Orealiserade negativa/positiva värdeförändringar på säkringsinstrument
a3950,3950,"Återvunna, tidigare avskrivna kundfordringar",income,False,"Återvunna, tidigare avskrivna kundfordringar"
a3960,3960,Valutakursvinster på fordringar och skulder av rörelsekaraktär,income,False,Valutakursvinster på fordringar och skulder av rörelsekaraktär
a3970,3970,Vinst vid avyttring av immateriella och materiella anläggningstillgångar,income,False,Vinst vid avyttring av immateriella och materiella anläggningstillgångar
a3971,3971,Vinst vid avyttring av immateriella anläggningstillgångar,income,False,Vinst vid avyttring av immateriella anläggningstillgångar
a3972,3972,Vinst vid avyttring av byggnader och mark,income,False,Vinst vid avyttring av byggnader och mark
a3973,3973,Vinst vid avyttring av maskiner och inventarier,income,False,Vinst vid avyttring av maskiner och inventarier
a3980,3980,Erhållna offentliga stöd m.m.,income,False,Erhållna offentliga stöd m.m.
a3981,3981,Erhållna EU-bidrag,income,False,Erhållna EU-bidrag
a3985,3985,Erhållna statliga bidrag,income,False,Erhållna statliga bidrag
a3987,3987,Erhållna kommunala bidrag,income,False,Erhållna kommunala bidrag
a3988,3988,Erhållna bidrag och ersättningar för personal,income,False,Erhållna bidrag och ersättningar för personal
a3989,3989,Övriga erhållna bidrag,income,False,Övriga erhållna bidrag
a3990,3990,Övriga ersättningar och intäkter,income,False,Övriga ersättningar och intäkter
a3991,3991,Konfliktersättning,income,False,Konfliktersättning
a3992,3992,Erhållna skadestånd,income,False,Erhållna skadestånd
a3993,3993,Erhållna donationer och gåvor,income,False,Erhållna donationer och gåvor
a3994,3994,Försäkringsersättningar,income,False,Försäkringsersättningar
a3995,3995,Erhållet ackord på skulder av rörelsekaraktär,income,False,Erhållet ackord på skulder av rörelsekaraktär
a3996,3996,Erhållna reklambidrag,income,False,Erhållna reklambidrag
a3997,3997,Sjuklöneersättning,income,False,Sjuklöneersättning
a3999,3999,Övriga rörelseintäkter,income,False,Övriga rörelseintäkter
a4200,4200,Sålda varor VMB,expense_direct_cost,False,Sålda varor VMB
a4211,4211,Sålda varor positiv VMB 25 %,expense_direct_cost,False,Sålda varor positiv VMB 25 %
a4212,4212,Sålda varor negativ VMB 25 %,expense_direct_cost,False,Sålda varor negativ VMB 25 %
a4400,4400,Momspliktiga inköp i Sverige,expense_direct_cost,False,Momspliktiga inköp i Sverige
a4415,4415,"Inköpta varor i Sverige, omvänd skattskyldighet, 25 % moms",expense_direct_cost,False,"Inköpta varor i Sverige, omvänd skattskyldighet, 25 % moms"
a4416,4416,"Inköpta varor i Sverige, omvänd skattskyldighet, 12 % moms",expense_direct_cost,False,"Inköpta varor i Sverige, omvänd skattskyldighet, 12 % moms"
a4417,4417,"Inköpta varor i Sverige, omvänd skattskyldighet, 6 % moms",expense_direct_cost,False,"Inköpta varor i Sverige, omvänd skattskyldighet, 6 % moms"
a4425,4425,"Inköpta tjänster i Sverige, omvänd
skattskyldighet, 25 % moms",expense_direct_cost,False,"Inköpta tjänster i Sverige, omvänd
skattskyldighet, 25 % moms"
a4426,4426,"Inköpta tjänster i Sverige, omvänd skattskyldighet, 12 %",expense_direct_cost,False,"Inköpta tjänster i Sverige, omvänd skattskyldighet, 12 %"
a4427,4427,"Inköpta tjänster i Sverige, omvänd skattskyldighet, 6 %",expense_direct_cost,False,"Inköpta tjänster i Sverige, omvänd skattskyldighet, 6 %"
a4500,4500,Övriga momspliktiga inköp,expense_direct_cost,False,Övriga momspliktiga inköp
a4600,4600,Legoarbeten och underentreprenader (gruppkonto),expense_direct_cost,False,Legoarbeten och underentreprenader (gruppkonto)
a4700,4700,Reduktion av inköpspriser (gruppkonto),expense_direct_cost,False,Reduktion av inköpspriser (gruppkonto)
a4730,4730,Erhållna rabatter,expense_direct_cost,False,Erhållna rabatter
a4731,4731,Erhållna kassarabatter,expense_direct_cost,False,Erhållna kassarabatter
a4732,4732,Erhållna mängdrabatter (inkl. bonus),expense_direct_cost,False,Erhållna mängdrabatter (inkl. bonus)
a4733,4733,Erhållet aktivitetsstöd,expense_direct_cost,False,Erhållet aktivitetsstöd
a4790,4790,Övriga reduktioner av inköpspriser,expense_direct_cost,False,Övriga reduktioner av inköpspriser
a4900,4900,Förändring av lager (gruppkonto),expense_direct_cost,False,Förändring av lager (gruppkonto)
a4910,4910,Förändring av lager av råvaror,expense_direct_cost,False,Förändring av lager av råvaror
a4920,4920,Förändring av lager av tillsatsmaterial och förnödenheter,expense_direct_cost,False,Förändring av lager av tillsatsmaterial och förnödenheter
a4940,4940,Förändring av produkter i arbete,expense_direct_cost,False,Förändring av produkter i arbete
a4944,4944,"Förändring av produkter i arbete, material och utlägg",expense_direct_cost,False,"Förändring av produkter i arbete, material och utlägg"
a4945,4945,"Förändring av produkter i arbete, omkostnader",expense_direct_cost,False,"Förändring av produkter i arbete, omkostnader"
a4947,4947,"Förändring av produkter i arbete, personalkostnader",expense_direct_cost,False,"Förändring av produkter i arbete, personalkostnader"
a4950,4950,Förändring av lager av färdiga varor,expense_direct_cost,False,Förändring av lager av färdiga varor
a4960,4960,Förändring av lager av handelsvaror,expense_direct_cost,False,Förändring av lager av handelsvaror
a4970,4970,"Förändring av pågående arbeten, nedlagda kostnader",expense_direct_cost,False,"Förändring av pågående arbeten, nedlagda kostnader"
a4974,4974,"Förändring av pågående arbeten, material och utlägg",expense_direct_cost,False,"Förändring av pågående arbeten, material och utlägg"
a4975,4975,"Förändring av pågående arbeten, omkostnader",expense_direct_cost,False,"Förändring av pågående arbeten, omkostnader"
a4977,4977,"Förändring av pågående arbeten, personalkostnader",expense_direct_cost,False,"Förändring av pågående arbeten, personalkostnader"
a4980,4980,Förändring av lager av värdepapper,expense_direct_cost,False,Förändring av lager av värdepapper
a4981,4981,Sålda värdepappers anskaffningsvärde,expense_direct_cost,False,Sålda värdepappers anskaffningsvärde
a4987,4987,Nedskrivning av värdepapper,expense_direct_cost,False,Nedskrivning av värdepapper
a4988,4988,Återföring av nedskrivning av värdepapper,expense_direct_cost,False,Återföring av nedskrivning av värdepapper
a5000,5000,Lokalkostnader (gruppkonto),expense,False,Lokalkostnader (gruppkonto)
a5010,5010,Lokalhyra,expense,False,Lokalhyra
a5011,5011,Hyra för kontorslokaler,expense,False,Hyra för kontorslokaler
a5012,5012,Hyra för garage,expense,False,Hyra för garage
a5013,5013,Hyra för lagerlokaler,expense,False,Hyra för lagerlokaler
a5020,5020,El för belysning,expense,False,El för belysning
a5030,5030,Värme,expense,False,Värme
a5040,5040,Vatten och avlopp,expense,False,Vatten och avlopp
a5050,5050,Lokaltillbehör,expense,False,Lokaltillbehör
a5060,5060,Städning och renhållning,expense,False,Städning och renhållning
a5061,5061,Städning,expense,False,Städning
a5062,5062,Sophämtning,expense,False,Sophämtning
a5063,5063,Hyra för sopcontainer,expense,False,Hyra för sopcontainer
a5064,5064,Snöröjning,expense,False,Snöröjning
a5065,5065,Trädgårdsskötsel,expense,False,Trädgårdsskötsel
a5070,5070,Reparation och underhåll av lokaler,expense,False,Reparation och underhåll av lokaler
a5090,5090,Övriga lokalkostnader,expense,False,Övriga lokalkostnader
a5098,5098,"Övriga lokalkostnader, avdragsgilla",expense,False,"Övriga lokalkostnader, avdragsgilla"
a5099,5099,"Övriga lokalkostnader, ej avdragsgilla",expense,False,"Övriga lokalkostnader, ej avdragsgilla"
a5100,5100,Fastighetskostnader (gruppkonto),expense,False,Fastighetskostnader (gruppkonto)
a5110,5110,Tomträttsavgäld/arrende,expense,False,Tomträttsavgäld/arrende
a5120,5120,El för belysning,expense,False,El för belysning
a5130,5130,Värme,expense,False,Värme
a5131,5131,Uppvärmning,expense,False,Uppvärmning
a5132,5132,Sotning,expense,False,Sotning
a5140,5140,Vatten och avlopp,expense,False,Vatten och avlopp
a5160,5160,Städning och renhållning,expense,False,Städning och renhållning
a5161,5161,Städning,expense,False,Städning
a5162,5162,Sophämtning,expense,False,Sophämtning
a5163,5163,Hyra för sopcontainer,expense,False,Hyra för sopcontainer
a5164,5164,Snöröjning,expense,False,Snöröjning
a5165,5165,Trädgårdsskötsel,expense,False,Trädgårdsskötsel
a5170,5170,Reparation och underhåll av fastighet,expense,False,Reparation och underhåll av fastighet
a5190,5190,Övriga fastighetskostnader,expense,False,Övriga fastighetskostnader
a5191,5191,Fastighetsskatt/fastighetsavgift,expense,False,Fastighetsskatt/fastighetsavgift
a5192,5192,Fastighetsförsäkringspremier,expense,False,Fastighetsförsäkringspremier
a5193,5193,Fastighetsskötsel och förvaltning,expense,False,Fastighetsskötsel och förvaltning
a5198,5198,"Övriga fastighetskostnader, avdragsgilla",expense,False,"Övriga fastighetskostnader, avdragsgilla"
a5199,5199,"Övriga fastighetskostnader, ej avdragsgilla",expense,False,"Övriga fastighetskostnader, ej avdragsgilla"
a5200,5200,Hyra av anläggningstillgångar (gruppkonto),expense,False,Hyra av anläggningstillgångar (gruppkonto)
a5210,5210,Hyra av maskiner och andra tekniska anläggningar,expense,False,Hyra av maskiner och andra tekniska anläggningar
a5211,5211,Korttidshyra av maskiner och andra tekniska anläggningar,expense,False,Korttidshyra av maskiner och andra tekniska anläggningar
a5212,5212,Leasing av maskiner och andra tekniska anläggningar,expense,False,Leasing av maskiner och andra tekniska anläggningar
a5220,5220,Hyra av inventarier och verktyg,expense,False,Hyra av inventarier och verktyg
a5221,5221,Korttidshyra av inventarier och verktyg,expense,False,Korttidshyra av inventarier och verktyg
a5222,5222,Leasing av inventarier och verktyg,expense,False,Leasing av inventarier och verktyg
a5250,5250,Hyra av datorer,expense,False,Hyra av datorer
a5251,5251,Korttidshyra av datorer,expense,False,Korttidshyra av datorer
a5252,5252,Leasing av datorer,expense,False,Leasing av datorer
a5290,5290,Övriga hyreskostnader för anläggningstillgångar,expense,False,Övriga hyreskostnader för anläggningstillgångar
a5300,5300,Energikostnader (gruppkonto),expense,False,Energikostnader (gruppkonto)
a5310,5310,El för drift,expense,False,El för drift
a5320,5320,Gas,expense,False,Gas
a5330,5330,Eldningsolja,expense,False,Eldningsolja
a5340,5340,Stenkol och koks,expense,False,Stenkol och koks
a5350,5350,"Torv, träkol, ved och annat träbränsle",expense,False,"Torv, träkol, ved och annat träbränsle"
a5360,5360,"Bensin, fotogen och motorbrännolja",expense,False,"Bensin, fotogen och motorbrännolja"
a5370,5370,"Fjärrvärme, kyla och ånga",expense,False,"Fjärrvärme, kyla och ånga"
a5380,5380,Vatten,expense,False,Vatten
a5390,5390,Övriga energikostnader,expense,False,Övriga energikostnader
a5400,5400,Förbrukningsinventarier och förbrukningsmaterial (gruppkonto),expense,False,Förbrukningsinventarier och förbrukningsmaterial (gruppkonto)
a5410,5410,Förbrukningsinventarier,expense,False,Förbrukningsinventarier
a5411,5411,Förbrukningsinventarier med en livslängd på mer än ett år,expense,False,Förbrukningsinventarier med en livslängd på mer än ett år
a5412,5412,Förbrukningsinventarier med en livslängd på ett år eller mindre,expense,False,Förbrukningsinventarier med en livslängd på ett år eller mindre
a5420,5420,Programvaror,expense,False,Programvaror
a5430,5430,Transportinventarier,expense,False,Transportinventarier
a5440,5440,Förbrukningsemballage,expense,False,Förbrukningsemballage
a5460,5460,Förbrukningsmaterial,expense,False,Förbrukningsmaterial
a5480,5480,Arbetskläder och skyddsmaterial,expense,False,Arbetskläder och skyddsmaterial
a5490,5490,Övriga förbrukningsinventarier och förbrukningsmaterial,expense,False,Övriga förbrukningsinventarier och förbrukningsmaterial
a5491,5491,Övriga förbrukningsinventarier med en livslängd på mer än ett år,expense,False,Övriga förbrukningsinventarier med en livslängd på mer än ett år
a5492,5492,Övriga förbrukningsinventarier med en livslängd på ett år eller mindre,expense,False,Övriga förbrukningsinventarier med en livslängd på ett år eller mindre
a5493,5493,Övrigt förbrukningsmaterial,expense,False,Övrigt förbrukningsmaterial
a5500,5500,Reparation och underhåll (gruppkonto),expense,False,Reparation och underhåll (gruppkonto)
a5510,5510,Reparation och underhåll av maskiner och andra tekniska anläggningar,expense,False,Reparation och underhåll av maskiner och andra tekniska anläggningar
a5520,5520,"Reparation och underhåll av inventarier, verktyg och datorer m.m.",expense,False,"Reparation och underhåll av inventarier, verktyg och datorer m.m."
a5530,5530,Reparation och underhåll av installationer,expense,False,Reparation och underhåll av installationer
a5550,5550,Reparation och underhåll av förbrukningsinventarier,expense,False,Reparation och underhåll av förbrukningsinventarier
a5580,5580,Underhåll och tvätt av arbetskläder,expense,False,Underhåll och tvätt av arbetskläder
a5590,5590,Övriga kostnader för reparation och underhåll,expense,False,Övriga kostnader för reparation och underhåll
a5600,5600,Kostnader för transportmedel (gruppkonto),expense,False,Kostnader för transportmedel (gruppkonto)
a5610,5610,Personbilskostnader,expense,False,Personbilskostnader
a5611,5611,Drivmedel för personbilar,expense,False,Drivmedel för personbilar
a5612,5612,Försäkring och skatt för personbilar,expense,False,Försäkring och skatt för personbilar
a5613,5613,Reparation och underhåll av personbilar,expense,False,Reparation och underhåll av personbilar
a5615,5615,Leasing av personbilar,expense,False,Leasing av personbilar
a5616,5616,"Trängselskatt, avdragsgill",expense,False,"Trängselskatt, avdragsgill"
a5619,5619,Övriga personbilskostnader,expense,False,Övriga personbilskostnader
a5620,5620,Lastbilskostnader,expense,False,Lastbilskostnader
a5630,5630,Truckkostnader,expense,False,Truckkostnader
a5640,5640,Kostnader för arbetsmaskiner,expense,False,Kostnader för arbetsmaskiner
a5650,5650,Traktorkostnader,expense,False,Traktorkostnader
a5660,5660,"Motorcykel-, moped- och skoterkostnader",expense,False,"Motorcykel-, moped- och skoterkostnader"
a5670,5670,"Båt-, flygplans- och helikopterkostnader",expense,False,"Båt-, flygplans- och helikopterkostnader"
a5690,5690,Övriga kostnader för transportmedel,expense,False,Övriga kostnader för transportmedel
a5700,5700,Frakter och transporter (gruppkonto),expense,False,Frakter och transporter (gruppkonto)
a5710,5710,"Frakter, transporter och försäkringar vid varudistribution",expense,False,"Frakter, transporter och försäkringar vid varudistribution"
a5720,5720,Tull- och speditionskostnader m.m.,expense,False,Tull- och speditionskostnader m.m.
a5730,5730,Arbetstransporter,expense,False,Arbetstransporter
a5790,5790,Övriga kostnader för frakter och transporter,expense,False,Övriga kostnader för frakter och transporter
a5800,5800,Resekostnader (gruppkonto),expense,False,Resekostnader (gruppkonto)
a5810,5810,Biljetter,expense,False,Biljetter
a5820,5820,Hyrbilskostnader,expense,False,Hyrbilskostnader
a5830,5830,Kost och logi,expense,False,Kost och logi
a5831,5831,Kost och logi i Sverige,expense,False,Kost och logi i Sverige
a5832,5832,Kost och logi i utlandet,expense,False,Kost och logi i utlandet
a5890,5890,Övriga resekostnader,expense,False,Övriga resekostnader
a5900,5900,Reklam och PR (gruppkonto),expense,False,Reklam och PR (gruppkonto)
a5910,5910,Annonsering,expense,False,Annonsering
a5920,5920,Utomhus- och trafikreklam,expense,False,Utomhus- och trafikreklam
a5930,5930,Reklamtrycksaker och direktreklam,expense,False,Reklamtrycksaker och direktreklam
a5940,5940,Utställningar och mässor,expense,False,Utställningar och mässor
a5950,5950,Butiksreklam och återförsäljarreklam,expense,False,Butiksreklam och återförsäljarreklam
a5960,5960,"Varuprover, reklamgåvor, presentreklam och tävlingar",expense,False,"Varuprover, reklamgåvor, presentreklam och tävlingar"
a5970,5970,"Film-, radio-, TV- och Internetreklam",expense,False,"Film-, radio-, TV- och Internetreklam"
a5980,5980,"PR, institutionell reklam och sponsring",expense,False,"PR, institutionell reklam och sponsring"
a5990,5990,Övriga kostnader för reklam och PR,expense,False,Övriga kostnader för reklam och PR
a6000,6000,Övriga försäljningskostnader (gruppkonto),expense,False,Övriga försäljningskostnader (gruppkonto)
a6010,6010,"Kataloger, prislistor m.m.",expense,False,"Kataloger, prislistor m.m."
a6020,6020,Egna facktidskrifter,expense,False,Egna facktidskrifter
a6030,6030,Speciella orderkostnader,expense,False,Speciella orderkostnader
a6040,6040,Kontokortsavgifter,expense,False,Kontokortsavgifter
a6050,6050,Försäljningsprovisioner,expense,False,Försäljningsprovisioner
a6055,6055,Franchisekostnader o.dyl.,expense,False,Franchisekostnader o.dyl.
a6060,6060,Kreditförsäljningskostnader,expense,False,Kreditförsäljningskostnader
a6061,6061,Kreditupplysning,expense,False,Kreditupplysning
a6062,6062,Inkasso och KFM-avgifter,expense,False,Inkasso och KFM-avgifter
a6063,6063,Kreditförsäkringspremier,expense,False,Kreditförsäkringspremier
a6064,6064,Factoringavgifter,expense,False,Factoringavgifter
a6069,6069,Övriga kreditförsäljningskostnader,expense,False,Övriga kreditförsäljningskostnader
a6070,6070,Representation,expense,False,Representation
a6071,6071,"Representation, avdragsgill",expense,False,"Representation, avdragsgill"
a6072,6072,"Representation, ej avdragsgill",expense,False,"Representation, ej avdragsgill"
a6080,6080,Bankgarantier,expense,False,Bankgarantier
a6090,6090,Övriga försäljningskostnader,expense,False,Övriga försäljningskostnader
a6100,6100,Kontorsmateriel och trycksaker (gruppkonto),expense,False,Kontorsmateriel och trycksaker (gruppkonto)
a6110,6110,Kontorsmateriel,expense,False,Kontorsmateriel
a6150,6150,Trycksaker,expense,False,Trycksaker
a6200,6200,Tele och post (gruppkonto),expense,False,Tele och post (gruppkonto)
a6210,6210,Telekommunikation,expense,False,Telekommunikation
a6211,6211,Fast telefoni,expense,False,Fast telefoni
a6212,6212,Mobiltelefon,expense,False,Mobiltelefon
a6213,6213,Mobilsökning,expense,False,Mobilsökning
a6214,6214,Fax,expense,False,Fax
a6215,6215,Telex,expense,False,Telex
a6230,6230,Datakommunikation,expense,False,Datakommunikation
a6250,6250,Postbefordran,expense,False,Postbefordran
a6300,6300,Företagsförsäkringar och övriga riskkostnader (gruppkonto),expense,False,Företagsförsäkringar och övriga riskkostnader (gruppkonto)
a6310,6310,Företagsförsäkringar,expense,False,Företagsförsäkringar
a6320,6320,Självrisker vid skada,expense,False,Självrisker vid skada
a6330,6330,Förluster i pågående arbeten,expense,False,Förluster i pågående arbeten
