id,code,name,account_type,reconcile,name@sv_SE
a6340,6340,Lämnade skadestånd,expense,False,Lämnade skadestånd
a6341,6341,"Lämnade skadestånd, avdragsgilla",expense,False,"Lämnade skadestånd, avdragsgilla"
a6342,6342,"Lämnade skadestånd, ej avdragsgilla",expense,False,"Lämnade skadestånd, ej avdragsgilla"
a6350,6350,Förluster på kundfordringar,expense,False,Förluster på kundfordringar
a6351,6351,Konstaterade förluster på kundfordringar,expense,False,Konstaterade förluster på kundfordringar
a6352,6352,Befarade förluster på kundfordringar,expense,False,Befarade förluster på kundfordringar
a6360,6360,Garantikostnader,expense,False,Garantikostnader
a6361,6361,Förändring av garantiavsättning,expense,False,Förändring av garantiavsättning
a6362,6362,Faktiska garantikostnader,expense,False,Faktiska garantikostnader
a6370,6370,Kostnader för bevakning och larm,expense,False,Kostnader för bevakning och larm
a6380,6380,Förluster på övriga kortfristiga fordringar,expense,False,Förluster på övriga kortfristiga fordringar
a6390,6390,Övriga riskkostnader,expense,False,Övriga riskkostnader
a6400,6400,Förvaltningskostnader (gruppkonto),expense,False,Förvaltningskostnader (gruppkonto)
a6410,6410,Styrelsearvoden som inte är lön,expense,False,Styrelsearvoden som inte är lön
a6430,6430,Management fees,expense,False,Management fees
a6440,6440,Årsredovisning och delårsrapporter,expense,False,Årsredovisning och delårsrapporter
a6450,6450,Bolagsstämma/års- eller föreningsstämma,expense,False,Bolagsstämma/års- eller föreningsstämma
a6490,6490,Övriga förvaltningskostnader,expense,False,Övriga förvaltningskostnader
a6800,6800,Inhyrd personal (gruppkonto),expense,False,Inhyrd personal (gruppkonto)
a6810,6810,Inhyrd produktionspersonal,expense,False,Inhyrd produktionspersonal
a6820,6820,Inhyrd lagerpersonal,expense,False,Inhyrd lagerpersonal
a6830,6830,Inhyrd transportpersonal,expense,False,Inhyrd transportpersonal
a6840,6840,Inhyrd kontors- och ekonomipersonal,expense,False,Inhyrd kontors- och ekonomipersonal
a6850,6850,Inhyrd IT-personal,expense,False,Inhyrd IT-personal
a6860,6860,Inhyrd marknads- och försäljningspersonal,expense,False,Inhyrd marknads- och försäljningspersonal
a6870,6870,Inhyrd restaurang- och butikspersonal,expense,False,Inhyrd restaurang- och butikspersonal
a6880,6880,Inhyrda företagsledare,expense,False,Inhyrda företagsledare
a6890,6890,Övrig inhyrd personal,expense,False,Övrig inhyrd personal
a6900,6900,Övriga externa kostnader (gruppkonto),expense,False,Övriga externa kostnader (gruppkonto)
a6910,6910,Licensavgifter och royalties,expense,False,Licensavgifter och royalties
a6920,6920,Kostnader för egna patent,expense,False,Kostnader för egna patent
a6930,6930,Kostnader för varumärken m.m.,expense,False,Kostnader för varumärken m.m.
a6940,6940,"Kontroll-, provnings- och stämpelavgifter",expense,False,"Kontroll-, provnings- och stämpelavgifter"
a6950,6950,Tillsynsavgifter myndigheter,expense,False,Tillsynsavgifter myndigheter
a6970,6970,"Tidningar, tidskrifter och facklitteratur",expense,False,"Tidningar, tidskrifter och facklitteratur"
a6980,6980,Föreningsavgifter,expense,False,Föreningsavgifter
a6981,6981,"Föreningsavgifter, avdragsgilla",expense,False,"Föreningsavgifter, avdragsgilla"
a6982,6982,"Föreningsavgifter, ej avdragsgilla",expense,False,"Föreningsavgifter, ej avdragsgilla"
a6990,6990,Övriga externa kostnader,expense,False,Övriga externa kostnader
a6991,6991,"Övriga externa kostnader, avdragsgilla",expense,False,"Övriga externa kostnader, avdragsgilla"
a6992,6992,"Övriga externa kostnader, ej avdragsgilla",expense,False,"Övriga externa kostnader, ej avdragsgilla"
a6993,6993,Lämnade bidrag och gåvor,expense,False,Lämnade bidrag och gåvor
a6996,6996,Betald utländsk inkomstskatt,expense,False,Betald utländsk inkomstskatt
a6997,6997,Obetald utländsk inkomstskatt,expense,False,Obetald utländsk inkomstskatt
a6998,6998,Utländsk moms,expense,False,Utländsk moms
a6999,6999,"Ingående moms, blandad verksamhet",expense,False,"Ingående moms, blandad verksamhet"
a7010,7010,Löner till kollektivanställda,expense,False,Löner till kollektivanställda
a7011,7011,Löner till kollektivanställda,expense,False,Löner till kollektivanställda
a7012,7012,Vinstandelar till kollektivanställda,expense,False,Vinstandelar till kollektivanställda
a7013,7013,"Lön växa-stöd kollektivanställda 10,21 %",expense,False,"Lön växa-stöd kollektivanställda 10,21 %"
a7017,7017,Avgångsvederlag till kollektivanställda,expense,False,Avgångsvederlag till kollektivanställda
a7018,7018,"Bruttolöneavdrag, kollektivanställda",expense,False,"Bruttolöneavdrag, kollektivanställda"
a7019,7019,Upplupna löner och vinstandelar till kollektivanställda,expense,False,Upplupna löner och vinstandelar till kollektivanställda
a7030,7030,Löner till kollektivanställda (utlandsanställda),expense,False,Löner till kollektivanställda (utlandsanställda)
a7031,7031,Löner till kollektivanställda (utlandsanställda),expense,False,Löner till kollektivanställda (utlandsanställda)
a7032,7032,Vinstandelar till kollektivanställda (utlandsanställda),expense,False,Vinstandelar till kollektivanställda (utlandsanställda)
a7037,7037,Avgångsvederlag till kollektivanställda (utlandsanställda),expense,False,Avgångsvederlag till kollektivanställda (utlandsanställda)
a7038,7038,"Bruttolöneavdrag, kollektivanställda (utlandsanställda)",expense,False,"Bruttolöneavdrag, kollektivanställda (utlandsanställda)"
a7039,7039,Upplupna löner och vinstandelar till kollektivanställda (utlandsanställda),expense,False,Upplupna löner och vinstandelar till kollektivanställda (utlandsanställda)
a7080,7080,Löner till kollektivanställda för ej arbetad tid,expense,False,Löner till kollektivanställda för ej arbetad tid
a7081,7081,Sjuklöner till kollektivanställda,expense,False,Sjuklöner till kollektivanställda
a7082,7082,Semesterlöner till kollektivanställda,expense,False,Semesterlöner till kollektivanställda
a7083,7083,Föräldraersättning till kollektivanställda,expense,False,Föräldraersättning till kollektivanställda
a7089,7089,Övriga löner till kollektivanställda för ej arbetad tid,expense,False,Övriga löner till kollektivanställda för ej arbetad tid
a7090,7090,Förändring av semesterlöneskuld,expense,False,Förändring av semesterlöneskuld
a7200,7200,Löner till tjänstemän och företagsledare (gruppkonto),expense,False,Löner till tjänstemän och företagsledare (gruppkonto)
a7210,7210,Löner till tjänstemän,expense,False,Löner till tjänstemän
a7211,7211,Löner till tjänstemän,expense,False,Löner till tjänstemän
a7212,7212,Vinstandelar till tjänstemän,expense,False,Vinstandelar till tjänstemän
a7213,7213,"Lön växa-stöd tjänstemän 10,21 %",expense,False,"Lön växa-stöd tjänstemän 10,21 %"
a7217,7217,Avgångsvederlag till tjänstemän,expense,False,Avgångsvederlag till tjänstemän
a7218,7218,"Bruttolöneavdrag, tjänstemän",expense,False,"Bruttolöneavdrag, tjänstemän"
a7219,7219,Upplupna löner och vinstandelar till tjänstemän,expense,False,Upplupna löner och vinstandelar till tjänstemän
a7220,7220,Löner till företagsledare,expense,False,Löner till företagsledare
a7221,7221,Löner till företagsledare,expense,False,Löner till företagsledare
a7222,7222,Tantiem till företagsledare,expense,False,Tantiem till företagsledare
a7227,7227,Avgångsvederlag till företagsledare,expense,False,Avgångsvederlag till företagsledare
a7228,7228,"Bruttolöneavdrag, företagsledare",expense,False,"Bruttolöneavdrag, företagsledare"
a7229,7229,Upplupna löner och tantiem till företagsledare,expense,False,Upplupna löner och tantiem till företagsledare
a7230,7230,Löner till tjänstemän och ftgsledare (utlandsanställda),expense,False,Löner till tjänstemän och ftgsledare (utlandsanställda)
a7231,7231,Löner till tjänstemän och ftgsledare (utlandsanställda),expense,False,Löner till tjänstemän och ftgsledare (utlandsanställda)
a7232,7232,Vinstandelar till tjänstemän och ftgsledare (utlandsanställda),expense,False,Vinstandelar till tjänstemän och ftgsledare (utlandsanställda)
a7237,7237,Avgångsvederlag till tjänstemän och ftgsledare (utlandsanställda),expense,False,Avgångsvederlag till tjänstemän och ftgsledare (utlandsanställda)
a7238,7238,"Bruttolöneavdrag, tjänstemän och ftgsledare (utlandsanställda)",expense,False,"Bruttolöneavdrag, tjänstemän och ftgsledare (utlandsanställda)"
a7239,7239,Upplupna löner och vinstandelar till tjänstemän och ftgsledare (utlandsanställda),expense,False,Upplupna löner och vinstandelar till tjänstemän och ftgsledare (utlandsanställda)
a7240,7240,Styrelsearvoden,expense,False,Styrelsearvoden
a7280,7280,Löner till tjänstemän och företagsledare för ej arbetad tid,expense,False,Löner till tjänstemän och företagsledare för ej arbetad tid
a7281,7281,Sjuklöner till tjänstemän,expense,False,Sjuklöner till tjänstemän
a7282,7282,Sjuklöner till företagsledare,expense,False,Sjuklöner till företagsledare
a7283,7283,Föräldraersättning till tjänstemän,expense,False,Föräldraersättning till tjänstemän
a7284,7284,Föräldraersättning till företagsledare,expense,False,Föräldraersättning till företagsledare
a7285,7285,Semesterlöner till tjänstemän,expense,False,Semesterlöner till tjänstemän
a7286,7286,Semesterlöner till företagsledare,expense,False,Semesterlöner till företagsledare
a7288,7288,Övriga löner till tjänstemän för ej arbetad tid,expense,False,Övriga löner till tjänstemän för ej arbetad tid
a7289,7289,Övriga löner till företagsledare för ej arbetad tid,expense,False,Övriga löner till företagsledare för ej arbetad tid
a7290,7290,Förändring av semesterlöneskuld,expense,False,Förändring av semesterlöneskuld
a7291,7291,Förändring av semesterlöneskuld till tjänstemän,expense,False,Förändring av semesterlöneskuld till tjänstemän
a7292,7292,Förändring av semesterlöneskuld till företagsledare,expense,False,Förändring av semesterlöneskuld till företagsledare
a7300,7300,Kostnadsersättningar och förmåner (gruppkonto),expense,False,Kostnadsersättningar och förmåner (gruppkonto)
a7310,7310,Kontanta extraersättningar,expense,False,Kontanta extraersättningar
a7311,7311,Ersättningar för sammanträden m.m.,expense,False,Ersättningar för sammanträden m.m.
a7312,7312,Ersättningar för förslagsverksamhet och uppfinningar,expense,False,Ersättningar för förslagsverksamhet och uppfinningar
a7313,7313,Ersättningar för/bidrag till bostadskostnader,expense,False,Ersättningar för/bidrag till bostadskostnader
a7314,7314,Ersättningar för/bidrag till måltidskostnader,expense,False,Ersättningar för/bidrag till måltidskostnader
a7315,7315,Ersättningar för/bidrag till resor till och från arbetsplatsen,expense,False,Ersättningar för/bidrag till resor till och från arbetsplatsen
a7316,7316,Ersättningar för/bidrag till arbetskläder,expense,False,Ersättningar för/bidrag till arbetskläder
a7317,7317,Ersättningar för/bidrag till arbetsmaterial och arbetsverktyg,expense,False,Ersättningar för/bidrag till arbetsmaterial och arbetsverktyg
a7318,7318,Felräkningspengar,expense,False,Felräkningspengar
a7319,7319,Övriga kontanta extraersättningar,expense,False,Övriga kontanta extraersättningar
a7320,7320,Traktamenten vid tjänsteresa,expense,False,Traktamenten vid tjänsteresa
a7321,7321,"Skattefria traktamenten, Sverige",expense,False,"Skattefria traktamenten, Sverige"
a7322,7322,"Skattepliktiga traktamenten, Sverige",expense,False,"Skattepliktiga traktamenten, Sverige"
a7323,7323,"Skattefria traktamenten, utlandet",expense,False,"Skattefria traktamenten, utlandet"
a7324,7324,"Skattepliktiga traktamenten, utlandet",expense,False,"Skattepliktiga traktamenten, utlandet"
a7330,7330,Bilersättningar,expense,False,Bilersättningar
a7331,7331,Skattefria bilersättningar,expense,False,Skattefria bilersättningar
a7332,7332,Skattepliktiga bilersättningar,expense,False,Skattepliktiga bilersättningar
a7333,7333,"Ersättning för trängselskatt, skattefri",expense,False,"Ersättning för trängselskatt, skattefri"
a7350,7350,Ersättningar för föreskrivna arbetskläder,expense,False,Ersättningar för föreskrivna arbetskläder
a7370,7370,Representationsersättningar,expense,False,Representationsersättningar
a7380,7380,Kostnader för förmåner till anställda,expense,False,Kostnader för förmåner till anställda
a7381,7381,Kostnader för fri bostad,expense,False,Kostnader för fri bostad
a7382,7382,Kostnader för fria eller subventionerade måltider,expense,False,Kostnader för fria eller subventionerade måltider
a7383,7383,Kostnader för fria resor till och från arbetsplatsen,expense,False,Kostnader för fria resor till och från arbetsplatsen
a7384,7384,Kostnader för fria eller subventionerade arbetskläder,expense,False,Kostnader för fria eller subventionerade arbetskläder
a7385,7385,Kostnader för fri bil,expense,False,Kostnader för fri bil
a7386,7386,Subventionerad ränta,expense,False,Subventionerad ränta
a7387,7387,Kostnader för lånedatorer,expense,False,Kostnader för lånedatorer
a7388,7388,Anställdas ersättning för erhållna förmåner,expense,False,Anställdas ersättning för erhållna förmåner
a7389,7389,Övriga kostnader för förmåner,expense,False,Övriga kostnader för förmåner
a7390,7390,Övriga kostnadsersättningar och förmåner,expense,False,Övriga kostnadsersättningar och förmåner
a7391,7391,Kostnad för trängselskatteförmån,expense,False,Kostnad för trängselskatteförmån
a7392,7392,Kostnad för förmån av hushållsnära tjänster,expense,False,Kostnad för förmån av hushållsnära tjänster
a7400,7400,Pensionskostnader (gruppkonto),expense,False,Pensionskostnader (gruppkonto)
a7410,7410,Pensionsförsäkringspremier,expense,False,Pensionsförsäkringspremier
a7411,7411,Premier för kollektiva pensionsförsäkringar,expense,False,Premier för kollektiva pensionsförsäkringar
a7412,7412,Premier för individuella pensionsförsäkringar,expense,False,Premier för individuella pensionsförsäkringar
a7418,7418,Återbäring från försäkringsföretag,expense,False,Återbäring från försäkringsföretag
a7420,7420,Förändring av pensionsskuld,expense,False,Förändring av pensionsskuld
a7430,7430,Avdrag för räntedel i pensionskostnad,expense,False,Avdrag för räntedel i pensionskostnad
a7440,7440,Förändring av pensionsstiftelsekapital,expense,False,Förändring av pensionsstiftelsekapital
a7441,7441,Avsättning till pensionsstiftelse,expense,False,Avsättning till pensionsstiftelse
a7448,7448,Gottgörelse från pensionsstiftelse,expense,False,Gottgörelse från pensionsstiftelse
a7460,7460,Pensionsutbetalningar,expense,False,Pensionsutbetalningar
a7461,7461,Pensionsutbetalningar till f.d. kollektivanställda,expense,False,Pensionsutbetalningar till f.d. kollektivanställda
a7462,7462,Pensionsutbetalningar till f.d. tjänstemän,expense,False,Pensionsutbetalningar till f.d. tjänstemän
a7463,7463,Pensionsutbetalningar till f.d. företagsledare,expense,False,Pensionsutbetalningar till f.d. företagsledare
a7470,7470,Förvaltnings- och kreditförsäkringsavgifter,expense,False,Förvaltnings- och kreditförsäkringsavgifter
a7490,7490,Övriga pensionskostnader,expense,False,Övriga pensionskostnader
a7510,7510,"Arbetsgivaravgifter 31,42 %",expense,False,"Arbetsgivaravgifter 31,42 %"
a7511,7511,Arbetsgivaravgifter för löner och ersättningar,expense,False,Arbetsgivaravgifter för löner och ersättningar
a7512,7512,Arbetsgivaravgifter för förmånsvärden,expense,False,Arbetsgivaravgifter för förmånsvärden
a7515,7515,Arbetsgivaravgifter på skattepliktiga kostnadsersättningar,expense,False,Arbetsgivaravgifter på skattepliktiga kostnadsersättningar
a7516,7516,Arbetsgivaravgifter på arvoden,expense,False,Arbetsgivaravgifter på arvoden
a7518,7518,Arbetsgivaravgifter på bruttolöneavdrag m.m.,expense,False,Arbetsgivaravgifter på bruttolöneavdrag m.m.
a7519,7519,Arbetsgivaravgifter för semester- och löneskulder,expense,False,Arbetsgivaravgifter för semester- och löneskulder
a7530,7530,Särskild löneskatt,expense,False,Särskild löneskatt
a7531,7531,Särskild löneskatt för vissa försäkringsersättningar m.m.,expense,False,Särskild löneskatt för vissa försäkringsersättningar m.m.
a7532,7532,"Särskild löneskatt pensionskostnader, deklarationspost",expense,False,"Särskild löneskatt pensionskostnader, deklarationspost"
a7533,7533,Särskild löneskatt för pensionskostnader,expense,False,Särskild löneskatt för pensionskostnader
a7550,7550,Avkastningsskatt på pensionsmedel,expense,False,Avkastningsskatt på pensionsmedel
a7551,7551,Avkastningsskatt 15 % försäkringsföretag m.fl. samt avsatt till pensioner,expense,False,Avkastningsskatt 15 % försäkringsföretag m.fl. samt avsatt till pensioner
a7552,7552,Avkastningsskatt 15 % utländska pensionsförsäkringar,expense,False,Avkastningsskatt 15 % utländska pensionsförsäkringar
a7553,7553,Avkastningsskatt 30 % utländska försäkringsföretag m.fl.,expense,False,Avkastningsskatt 30 % utländska försäkringsföretag m.fl.
a7554,7554,Avkastningsskatt 30 % utländska kapitalförsäkringar,expense,False,Avkastningsskatt 30 % utländska kapitalförsäkringar
a7570,7570,Premier för arbetsmarknadsförsäkringar,expense,False,Premier för arbetsmarknadsförsäkringar
a7571,7571,Arbetsmarknadsförsäkringar,expense,False,Arbetsmarknadsförsäkringar
a7572,7572,"Arbetsmarknadsförsäkringar pensionsförsäkringspremier, deklarationspost",expense,False,"Arbetsmarknadsförsäkringar pensionsförsäkringspremier, deklarationspost"
a7580,7580,Gruppförsäkringspremier,expense,False,Gruppförsäkringspremier
a7581,7581,Grupplivförsäkringspremier,expense,False,Grupplivförsäkringspremier
a7582,7582,Gruppsjukförsäkringspremier,expense,False,Gruppsjukförsäkringspremier
a7583,7583,Gruppolycksfallsförsäkringspremier,expense,False,Gruppolycksfallsförsäkringspremier
a7589,7589,Övriga gruppförsäkringspremier,expense,False,Övriga gruppförsäkringspremier
a7590,7590,Övriga sociala och andra avgifter enligt lag och avtal,expense,False,Övriga sociala och andra avgifter enligt lag och avtal
a7600,7600,Övriga personalkostnader (gruppkonto),expense,False,Övriga personalkostnader (gruppkonto)
a7610,7610,Utbildning,expense,False,Utbildning
a7620,7620,Sjuk- och hälsovård,expense,False,Sjuk- och hälsovård
a7621,7621,"Sjuk- och hälsovård, avdragsgill",expense,False,"Sjuk- och hälsovård, avdragsgill"
a7622,7622,"Sjuk- och hälsovård, ej avdragsgill",expense,False,"Sjuk- och hälsovård, ej avdragsgill"
a7623,7623,"Sjukvårdsförsäkring, ej avdragsgill",expense,False,"Sjukvårdsförsäkring, ej avdragsgill"
a7630,7630,Personalrepresentation,expense,False,Personalrepresentation
a7631,7631,"Personalrepresentation, avdragsgill",expense,False,"Personalrepresentation, avdragsgill"
a7632,7632,"Personalrepresentation, ej avdragsgill",expense,False,"Personalrepresentation, ej avdragsgill"
a7650,7650,Sjuklöneförsäkring,expense,False,Sjuklöneförsäkring
a7670,7670,Förändring av personalstiftelsekapital,expense,False,Förändring av personalstiftelsekapital
a7671,7671,Avsättning till personalstiftelse,expense,False,Avsättning till personalstiftelse
a7678,7678,Gottgörelse från personalstiftelse,expense,False,Gottgörelse från personalstiftelse
a7690,7690,Övriga personalkostnader,expense,False,Övriga personalkostnader
a7691,7691,Personalrekrytering,expense,False,Personalrekrytering
a7692,7692,Begravningshjälp,expense,False,Begravningshjälp
a7693,7693,Fritidsverksamhet,expense,False,Fritidsverksamhet
a7699,7699,Övriga personalkostnader,expense,False,Övriga personalkostnader
a7710,7710,Nedskrivningar av immateriella anläggningstillgångar,expense_direct_cost,False,Nedskrivningar av immateriella anläggningstillgångar
a7720,7720,Nedskrivningar av byggnader och mark,expense_direct_cost,False,Nedskrivningar av byggnader och mark
a7730,7730,Nedskrivningar av maskiner och inventarier,expense_direct_cost,False,Nedskrivningar av maskiner och inventarier
a7740,7740,Nedskrivningar av vissa omsättningstillgångar,expense_direct_cost,False,Nedskrivningar av vissa omsättningstillgångar
a7760,7760,Återföring av nedskrivningar av immateriella anläggningstillgångar,expense_direct_cost,False,Återföring av nedskrivningar av immateriella anläggningstillgångar
a7770,7770,Återföring av nedskrivningar av byggnader och mark,expense_direct_cost,False,Återföring av nedskrivningar av byggnader och mark
a7780,7780,Återföring av nedskrivningar av maskiner och inventarier,expense_direct_cost,False,Återföring av nedskrivningar av maskiner och inventarier
a7790,7790,Återföring av nedskrivningar av vissa omsättningstillgångar,expense_direct_cost,False,Återföring av nedskrivningar av vissa omsättningstillgångar
a7810,7810,Avskrivningar på immateriella anläggningstillgångar,expense_direct_cost,False,Avskrivningar på immateriella anläggningstillgångar
a7811,7811,Avskrivningar på balanserade utgifter,expense_direct_cost,False,Avskrivningar på balanserade utgifter
a7812,7812,Avskrivningar på koncessioner m.m.,expense_direct_cost,False,Avskrivningar på koncessioner m.m.
a7813,7813,Avskrivningar på patent,expense_direct_cost,False,Avskrivningar på patent
a7814,7814,Avskrivningar på licenser,expense_direct_cost,False,Avskrivningar på licenser
a7815,7815,Avskrivningar på varumärken,expense_direct_cost,False,Avskrivningar på varumärken
a7816,7816,Avskrivningar på hyresrätter,expense_direct_cost,False,Avskrivningar på hyresrätter
a7817,7817,Avskrivningar på goodwill,expense_direct_cost,False,Avskrivningar på goodwill
a7819,7819,Avskrivningar på övriga immateriella anläggningstillgångar,expense_direct_cost,False,Avskrivningar på övriga immateriella anläggningstillgångar
a7820,7820,Avskrivningar på byggnader och markanläggningar,expense_direct_cost,False,Avskrivningar på byggnader och markanläggningar
a7821,7821,Avskrivningar på byggnader,expense_direct_cost,False,Avskrivningar på byggnader
a7824,7824,Avskrivningar på markanläggningar,expense_direct_cost,False,Avskrivningar på markanläggningar
a7829,7829,Avskrivningar på övriga byggnader,expense_direct_cost,False,Avskrivningar på övriga byggnader
a7830,7830,Avskrivningar på maskiner och inventarier,expense_direct_cost,False,Avskrivningar på maskiner och inventarier
a7831,7831,Avskrivningar på maskiner och andra tekniska anläggningar,expense_direct_cost,False,Avskrivningar på maskiner och andra tekniska anläggningar
a7832,7832,Avskrivningar på inventarier och verktyg,expense_direct_cost,False,Avskrivningar på inventarier och verktyg
a7833,7833,Avskrivningar på installationer,expense_direct_cost,False,Avskrivningar på installationer
a7834,7834,Avskrivningar på bilar och andra transportmedel,expense_direct_cost,False,Avskrivningar på bilar och andra transportmedel
a7835,7835,Avskrivningar på datorer,expense_direct_cost,False,Avskrivningar på datorer
a7836,7836,Avskrivningar på leasade tillgångar,expense_direct_cost,False,Avskrivningar på leasade tillgångar
a7839,7839,Avskrivningar på övriga maskiner och inventarier,expense_direct_cost,False,Avskrivningar på övriga maskiner och inventarier
a7840,7840,Avskrivningar på förbättringsutgifter på annans fastighet,expense_direct_cost,False,Avskrivningar på förbättringsutgifter på annans fastighet
a7940,7940,Orealiserade positiva/negativa värdeförändringar på säkringsinstrument,expense_direct_cost,False,Orealiserade positiva/negativa värdeförändringar på säkringsinstrument
a7960,7960,Valutakursförluster på fordringar och skulder av rörelsekaraktär,expense_direct_cost,False,Valutakursförluster på fordringar och skulder av rörelsekaraktär
a7970,7970,Förlust vid avyttring av immateriella och materiella anläggningstillgångar,expense_direct_cost,False,Förlust vid avyttring av immateriella och materiella anläggningstillgångar
a7971,7971,Förlust vid avyttring av immateriella anläggningstillgångar,expense_direct_cost,False,Förlust vid avyttring av immateriella anläggningstillgångar
a7972,7972,Förlust vid avyttring av byggnader och mark,expense_direct_cost,False,Förlust vid avyttring av byggnader och mark
a7973,7973,Förlust vid avyttring av maskiner och inventarier,expense_direct_cost,False,Förlust vid avyttring av maskiner och inventarier
a7990,7990,Övriga rörelsekostnader,expense_direct_cost,False,Övriga rörelsekostnader
a8010,8010,Utdelning på andelar i koncernföretag,income_other,False,Utdelning på andelar i koncernföretag
a8012,8012,Utdelning på andelar i dotterföretag,income_other,False,Utdelning på andelar i dotterföretag
a8016,8016,"Emissionsinsats, koncernföretag",income_other,False,"Emissionsinsats, koncernföretag"
a8020,8020,Resultat vid försäljning av andelar i koncernföretag,income_other,False,Resultat vid försäljning av andelar i koncernföretag
a8022,8022,Resultat vid försäljning av andelar i dotterföretag,income_other,False,Resultat vid försäljning av andelar i dotterföretag
a8030,8030,Resultatandelar från handelsbolag (dotterföretag),income_other,False,Resultatandelar från handelsbolag (dotterföretag)
a8070,8070,Nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag,expense_direct_cost,False,Nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag
a8072,8072,Nedskrivningar av andelar i dotterföretag,expense_direct_cost,False,Nedskrivningar av andelar i dotterföretag
a8076,8076,Nedskrivningar av långfristiga fordringar hos moderföretag,expense_direct_cost,False,Nedskrivningar av långfristiga fordringar hos moderföretag
a8077,8077,Nedskrivningar av långfristiga fordringar hos dotterföretag,expense_direct_cost,False,Nedskrivningar av långfristiga fordringar hos dotterföretag
a8080,8080,Återföringar av nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag,expense_direct_cost,False,Återföringar av nedskrivningar av andelar i och långfristiga fordringar hos koncernföretag
a8082,8082,Återföringar av nedskrivningar av andelar i dotterföretag,expense_direct_cost,False,Återföringar av nedskrivningar av andelar i dotterföretag
a8086,8086,Återföringar av nedskrivningar av långfristiga fordringar hos moderföretag,expense_direct_cost,False,Återföringar av nedskrivningar av långfristiga fordringar hos moderföretag
a8087,8087,Återföringar av nedskrivningar av långfristiga fordringar hos dotterföretag,expense_direct_cost,False,Återföringar av nedskrivningar av långfristiga fordringar hos dotterföretag
a8110,8110,"Utdelningar på andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",income_other,False,"Utdelningar på andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
a8111,8111,Utdelningar på andelar i intresseföretag,income_other,False,Utdelningar på andelar i intresseföretag
a8112,8112,Utdelningar på andelar i gemensamt styrda företag,income_other,False,Utdelningar på andelar i gemensamt styrda företag
a8113,8113,Utdelningar på andelar i övriga företag som det finns ett ägarintresse i,income_other,False,Utdelningar på andelar i övriga företag som det finns ett ägarintresse i
a8116,8116,"Emissionsinsats, intresseföretag",income_other,False,"Emissionsinsats, intresseföretag"
a8117,8117,"Emissionsinsats, gemensamt styrda företag",income_other,False,"Emissionsinsats, gemensamt styrda företag"
a8118,8118,"Emissionsinsats, övriga företag som det finns ett ägarintresse i",income_other,False,"Emissionsinsats, övriga företag som det finns ett ägarintresse i"
a8120,8120,"Resultat vid försäljning av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",income_other,False,"Resultat vid försäljning av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
a8121,8121,Resultat vid försäljning av andelar i intresseföretag,income_other,False,Resultat vid försäljning av andelar i intresseföretag
a8122,8122,Resultat vid försäljning av andelar i gemensamt styrda företag,income_other,False,Resultat vid försäljning av andelar i gemensamt styrda företag
a8123,8123,Resultat vid försäljning av andelar i övriga företag som det finns ett ägarintresse i,income_other,False,Resultat vid försäljning av andelar i övriga företag som det finns ett ägarintresse i
a8130,8130,"Resultatandelar från handelsbolag (intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i)",income_other,False,"Resultatandelar från handelsbolag (intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i)"
a8131,8131,Resultatandelar från handelsbolag (intresseföretag),income_other,False,Resultatandelar från handelsbolag (intresseföretag)
a8132,8132,Resultatandelar från handelsbolag (gemensamt styrda företag),income_other,False,Resultatandelar från handelsbolag (gemensamt styrda företag)
a8133,8133,Resultatandelar från handelsbolag (övriga företag som det finns ett ägarintresse i),income_other,False,Resultatandelar från handelsbolag (övriga företag som det finns ett ägarintresse i)
a8170,8170,"Nedskrivningar av andelar i och långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",expense_direct_cost,False,"Nedskrivningar av andelar i och långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i"
a8171,8171,Nedskrivningar av andelar i intresseföretag,expense_direct_cost,False,Nedskrivningar av andelar i intresseföretag
a8172,8172,Nedskrivningar av långfristiga fordringar hos intresseföretag,expense_direct_cost,False,Nedskrivningar av långfristiga fordringar hos intresseföretag
a8173,8173,Nedskrivningar av andelar i gemensamt styrda företag,expense_direct_cost,False,Nedskrivningar av andelar i gemensamt styrda företag
a8174,8174,Nedskrivningar av långfristiga fordringar hos gemensamt styrda företag,expense_direct_cost,False,Nedskrivningar av långfristiga fordringar hos gemensamt styrda företag
a8176,8176,Nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i,expense_direct_cost,False,Nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i
a8177,8177,Nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,expense_direct_cost,False,Nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i
