id,code,name,parent_id:id,type,user_type:id,reconcile,"tax_ids:id","chart_template_id:id"
k2_1860,1860,"Andelar i koncernföretag ","224k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1869,1869,"Nedskrivning av andelar i koncernföretag","224k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1880,1880,"Andra kortfristiga placeringar ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1886,1886,"Derivat","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1889,1889,"Andelar i övriga företag ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_1890,1890,"Nedskrivning av kortfristiga placeringar ","225k2","other","account.data_account_type_asset","false",,l10n_se.b
k2_19,19 KB,Kassa och bank,k2_14a,view,account.data_account_type_view,,,l10n_se.b
226k2,2.26,Kassa och bank,k2_19,view,account.data_account_type_view,,,l10n_se.b
k2_1910,1910,"Kassa ","226k2","liquidity","account.data_account_type_cash","false",,l10n_se.b
k2_1911,1911,"Huvudkassa ","226k2","liquidity","account.data_account_type_cash","false",,l10n_se.b
k2_1912,1912,"Kassa 2 ","226k2","liquidity","account.data_account_type_cash","false",,l10n_se.b
k2_1913,1913,"Kassa 3 ","226k2","liquidity","account.data_account_type_cash","false",,l10n_se.b
k2_1920,1920,"PlusGiro ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1930,1930,"Företagskonto/checkkonto/affärskonto","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1940,1940,"Övriga bankkonton","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1950,1950,"Bankcertifikat ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1960,1960,"Koncernkonto moderföretag ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1970,1970,"Särskilda bankkonton ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1972,1972,"Upphovsmannakonto ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1973,1973,"Skogskonto ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1974,1974,"Spärrade bankmedel ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1979,1979,"Övriga särskilda bankkonton ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1980,1980,"Valutakonton ","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_1990,1990,"Redovisningsmedel","226k2","liquidity","account.data_account_type_bank","false",,l10n_se.b
k2_2,2 S1,Eget kapital och skulder,k2_1,view,account.data_account_type_view,,,l10n_se.b
227k2,EQ,Eget kapital,k2_2,view,account.data_account_type_view,,,l10n_se.b
227ak2,2.27,Bundet eget kapital,k2_2,view,account.data_account_type_view,,,l10n_se.b
k2_2080,2080,"Bundet eget kapital ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2081,2081,"Aktiekapital ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2082,2082,"Ej registrerat aktiekapital ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2083,2083,"Medlemsinsatser","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2084,2084,"Förlagsinsatser","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2085,2085,"Uppskrivningsfond ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2086,2086,"Reservfond ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2087,2087,"Insatsemission ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2088,2088,"Fond för yttre underhåll ","227ak2","other","account.data_account_type_liability","false",,l10n_se.b
228k2,2.28,Fritt eget kapital,k2_2,view,account.data_account_type_view,,,l10n_se.b
k2_2090,2090,"Fritt eget kapital ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2091,2091,"Balanserad vinst eller förlust ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2092,2092,"Mottagna/lämnade koncernbidrag ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2093,2093,"Erhållna aktieägartillskott ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2094,2094,"Egna aktier ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2095,2095,"Fusionsresultat ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2096,2096,"Fond för verkligt värde ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2097,2097,"Överkursfond ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2098,2098,"Vinst eller förlust från föregående år ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2099,2099,"Årets resultat ","228k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2a,2 ES,Eget kapital och skulder,k2_1,view,account.data_account_type_view,,,l10n_se.b
k2_20K,20,"Eget kapital","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_21,2 SRA,Obeskattade reserver och avsättningar,k2_2,view,account.data_account_type_view,,,l10n_se.b
k2_211,2 SR,Obeskattade reserver,k2_21,view,account.data_account_type_view,,,l10n_se.b
229k2,2.29,Periodiseringsfonder,k2_211,view,account.data_account_type_view,,,l10n_se.b
k2_2110,2110,"Periodiseringsfond vid 2010 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2111,2111,"Periodiseringsfond vid 2011 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2112,2112,"Periodiseringsfond vid 2012 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2113,2113,"Periodiseringsfond vid 2013 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2114,2114,"Periodiseringsfond vid 2014 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2115,2115,"Periodiseringsfond vid 2015 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2120,2120,"Periodiseringsfonder ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2123,2123,"Periodiseringsfond vid 2003 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2124,2124,"Periodiseringsfond vid 2004 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2125,2125,"Periodiseringsfond vid 2005 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2126,2126,"Periodiseringsfond vid 2006 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2127,2127,"Periodiseringsfond vid 2007 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2128,2128,"Periodiseringsfond vid 2008 års taxering ","229k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2129,2129,"Periodiseringsfond vid 2009 års taxering","229k2","other","account.data_account_type_liability","false",,l10n_se.b
230k2,2.30,Ackumulerade öresavrundningar,k2_211,view,account.data_account_type_view,,,l10n_se.b
k2_2150,2150,"Ackumulerade överavskrivningar ","230k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2151,2151,"Ackumulerade överavskrivningar på immateriella anläggningstillgångar ","230k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2152,2152,"Ackumulerade överavskrivningar på byggnader och markanläggningar ","230k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2153,2153,"Ackumulerade överavskrivningar på maskiner och inventarier ","230k2","other","account.data_account_type_liability","false",,l10n_se.b
231k2,2.31,Övriga obeskattade reserver,k2_211,view,account.data_account_type_view,,,l10n_se.b
k2_2160,2160,"Ersättningsfond ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2161,2161,"Ersättningsfond maskiner och inventarier ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2162,2162,"Ersättningsfond byggnader och markanläggningar ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2163,2163,"Ersättningsfond mark ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2164,2164,"Ersättningsfond för djurlager i jordbruk och renskötsel ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2180,2180,"Obeskattade intäkter ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2181,2181,"Obeskattade upphovsmannaintäkter ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2185,2185,"Obeskattade skogsintäkter ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2190,2190,"Övriga obeskattade reserver ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2191,2191,"Skillnad mellan bokförd och faktisk pensionsskuld ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2196,2196,"Lagerreserv ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2199,2199,"Övriga obeskattade reserver ","231k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_21K,21,"Obeskattade reserver","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_22a,2 A,Avsättningar,k2_21,view,account.data_account_type_view,,,l10n_se.b
232k2,2.32,Avsättningar för pensioner och liknande förpliktelser enligt lagen (1967:531) om tryggande av pensionsutfästelserr mm,k2_22a,view,account.data_account_type_view,,,l10n_se.b
k2_2210,2210,"Avsättningar för pensioner enligt tryggandelagen","232k2","other","account.data_account_type_liability","false",,l10n_se.b
233ak2,2.33a,Övriga avsättningar,k2_22a,view,account.data_account_type_view,,,l10n_se.b
k2_2220,2220,"Avsättningar för garantier ","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
233k2,2.33,Övriga avsättningar för pensioner och liknande förpliktelser,k2_22a,view,account.data_account_type_view,,,l10n_se.b
k2_2230,2230,"Övriga avsättningar för pensioner och liknande förpliktelser","233k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2240,2240,"Avsättningar för uppskjutna skatter","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2250,2250,"Övriga avsättningar för skatter ","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2252,2252,"Avsättningar för tvistiga skatter ","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2253,2253,"Avsättningar särskild löneskatt, deklarationspost","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2259,2259,"Avsättningar för övriga skatter ","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2290,2290,"Övriga avsättningar ","233ak2","other","account.data_account_type_liability","false",,l10n_se.b
k2_22K,22,"Avsättningar","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_23,2 S,Skulder,k2_21,view,account.data_account_type_view,,,l10n_se.b
k2_23a,2 LS,Långfristiga skulder (förfaller senare än 12 månader från balansdagen),k2_23,view,account.data_account_type_view,,,l10n_se.b
235k2,2.35,Obligationslån,k2_23a,view,account.data_account_type_view,,,l10n_se.b
k2_2310,2310,"Obligations- och förlagslån ","235k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2320,2320,"Konvertibla lån och liknande ","235k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2321,2321,"Konvertibla lån","235k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2322,2322,"Lån förenade med optionsrätt","235k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2323,2323,"Vinstandelslån ","235k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2324,2324,"Kapitalandelslån ","235k2","other","account.data_account_type_liability","false",,l10n_se.b
236k2,2.36,checkräkningskredit,k2_23a,view,account.data_account_type_view,,,l10n_se.b
k2_2330,2330,"Checkräkningskredit ","236k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2331,2331,"Utnyttjad checkräkningskredit 1 ","236k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2332,2332,"Utnyttjad checkräkningskredit 2 ","236k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2335,2335,"Beviljad checkräkningskredit 1 ","236k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2336,2336,"Beviljad checkräkningskredit 2 ","236k2","other","account.data_account_type_liability","false",,l10n_se.b
237k2,2.37,Övriga skulder till kreditinstitut,k2_23a,view,account.data_account_type_view,,,l10n_se.b
k2_2340,2340,"Byggnadskreditiv ","237k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2350,2350,"Andra långfristiga skulder till kreditinstitut ","237k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2351,2351,"Fastighetslån, långfristig del ","237k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2355,2355,"Långfristiga lån i utländsk valuta från kreditinstitut ","237k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2359,2359,"Övriga långfristiga lån från kreditinstitut ","237k2","other","account.data_account_type_liability","false",,l10n_se.b
238k2,2.38,Skulder till koncern- och intresseföretag,k2_23a,view,account.data_account_type_view,,,l10n_se.b
k2_2360,2360,"Långfristiga skulder till koncernföretag ","238k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2361,2361,"Långfristiga skulder till moderföretag ","238k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2362,2362,"Långfristiga skulder till dotterföretag ","238k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2363,2363,"Långfristiga skulder till andra koncernföretag ","238k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2370,2370,"Långfristiga skulder till intresseföretag ","238k2","other","account.data_account_type_liability","false",,l10n_se.b
239k2,2.39,Övriga skulder,k2_23a,view,account.data_account_type_view,,,l10n_se.b
k2_2390,2390,"Övriga långfristiga skulder ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2391,2391,"Avbetalningskontrakt, långfristig del ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2392,2392,"Villkorliga långfristiga skulder ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2393,2393,"Lån från närstående personer, långfristig del ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2394,2394,"Långfristiga leverantörskrediter ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2395,2395,"Andra långfristiga lån i utländsk valuta ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2396,2396,"Derivat","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2397,2397,"Mottagna depositioner, långfristiga ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2399,2399,"Övriga långfristiga skulder ","239k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_23K,23,"Långfristiga skulder","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_24,2 KS,Kortfristiga skulder (förfaller inom 12 månader från balansdagen),k2_23,view,account.data_account_type_view,,,l10n_se.b
241k2,2.41,Övriga skulder till kreditinstitut,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2410,2410,"Andra kortfristiga låneskulder till kreditinstitut ","241k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2411,2411,"Kortfristiga lån från kreditinstitut ","241k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2417,2417,"Kortfristig del av långfristiga skulder till kreditinstitut ","241k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2419,2419,"Övriga kortfristiga skulder till kreditinstitut ","241k2","other","account.data_account_type_liability","false",,l10n_se.b
242k2,2.42,Förskott från kunder,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2420,2420,"Förskott från kunder ","242k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2421,2421,"Ej inlösta presentkort ","242k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2429,2429,"Övriga förskott från kunder ","242k2","other","account.data_account_type_liability","false",,l10n_se.b
243k2,2.43,Pågående arbeten för annans räkning,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2430,2430,"Pågående arbeten ","243k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2431,2431,"Pågående arbeten, fakturering ","243k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2438,2438,"Pågående arbeten, nedlagda kostnader ","243k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2439,2439,"Beräknad förändring av pågående arbeten ","243k2","other","account.data_account_type_liability","false",,l10n_se.b
245k2,2.45,Leverantörsskulder,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2440,2440,"Leverantörsskulder ","245k2","payable","account.data_account_type_payable","false",bI,l10n_se.b
k2_2441,2441,"Leverantörsskulder ","245k2","payable","account.data_account_type_payable","false",bI,l10n_se.b
k2_2443,2443,"Konsignationsskulder ","245k2","payable","account.data_account_type_payable","false",bI,l10n_se.b
k2_2445,2445,"Tvistiga leverantörsskulder ","245k2","payable","account.data_account_type_payable","false",bI,l10n_se.b
k2_2448,2448,"Ej reskontraförda leverantörsskulder ","245k2","payable","account.data_account_type_payable","false",bI,l10n_se.b
244k2,2.44,Fakturerad men ej upparbetad intäkt,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2450,2450,"Fakturerad men ej upparbetad intäkt","244k2","other","account.data_account_type_liability","false",,l10n_se.b
247k2,2.47,Skulder till koncern- och intresseföretag,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2460,2460,"Leverantörsskulder till koncernföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2461,2461,"Leverantörsskulder till moderföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2462,2462,"Leverantörsskulder till dotterföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2463,2463,"Leverantörsskulder till andra koncernföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2470,2470,"Leverantörsskulder till intresseföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
240k2,2.40,Checkräkningskredit,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2480,2480,"Checkräkningskredit, kortfristig","240k2","other","account.data_account_type_liability","false",,l10n_se.b
249k2,2.49,Övriga skulder,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2490,2490,"Övriga kortfristiga skulder till kreditinstitut, kunder och leverantörer ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2491,2491,"Avräkning spelarrangörer","249k2","other","account.data_account_type_liability","false",,l10n_se.b
246k2,2.46,Växelskulder,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2492,2492,"Växelskulder","246k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2499,2499,"Andra övriga kortfristiga skulder ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_24K,24,"Kortfristiga skulder till kreditinstitut, kunder och leverantörer","228k2","view","account.data_account_type_view","false",,l10n_se.b
248k2,2.48,Skatteskulder,k2_24,view,account.data_account_type_view,,,l10n_se.b
k2_2510,2510,"Skatteskulder ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2512,2512,"Beräknad inkomstskatt ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2513,2513,"Beräknad fastighetsskatt/fastighetsavgift ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2514,2514,"Beräknad särskild löneskatt på pensionskostnader ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2515,2515,"Beräknad avkastningsskatt ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2516,2516,"Moms ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2517,2517,"Beräknad utländsk skatt ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2518,2518,"Betald F-skatt ","248k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_25K,25,"Skatteskulder","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_2610,2610,"Utgående moms, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2611,2611,"Utgående moms på försäljning inom Sverige, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2612,2612,"Utgående moms på egna uttag, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2613,2613,"Utgående moms för uthyrning, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2614,2614,"Beräknad utgående moms på tjänsteförvärv från utlandet, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2615,2615,"Beräknad utgående moms på varuförvärv från annat EU-land, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2616,2616,"Utgående moms VMB 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2617,2617,"Utgående moms omvänd skattskyldighet varor och tjänster i Sverige, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2618,2618,"Vilande utgående moms, 25 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2620,2620,"Utgående moms, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2621,2621,"Utgående moms på försäljning inom Sverige, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2622,2622,"Utgående moms på egna uttag, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2623,2623,"Utgående moms för uthyrning, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2624,2624,"Beräknad utgående moms på tjänsteförvärv från utlandet, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2625,2625,"Beräknad utgående moms på varuförvärv från annat EU-land, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2626,2626,"Utgående moms VMB 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2627,2627,"Utgående moms omvänd skattskyldighet varor och tjänster i Sverige, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2628,2628,"Vilande utgående moms, 12 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2630,2630,"Utgående moms, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2631,2631,"Utgående moms på försäljning inom Sverige, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2632,2632,"Utgående moms på egna uttag, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2633,2633,"Utgående moms för uthyrning, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2634,2634,"Beräknad utgående moms på tjänsteförvärv från utlandet, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2635,2635,"Beräknad utgående moms på varuförvärv från annat EU-land, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2636,2636,"Utgående moms VMB 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2637,2637,"Utgående moms omvänd skattskyldighet varor och tjänster i Sverige, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2638,2638,"Vilande utgående moms, 6 % ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2640,2640,"Ingående moms ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2641,2641,"Debiterad ingående moms ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2642,2642,"Debiterad ingående moms i anslutning till frivillig skattskyldighet ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2645,2645,"Beräknad ingående moms på förvärv från utlandet ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2646,2646,"Ingående moms på uthyrning ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2647,2647,"Ingående moms omvänd skattskyldighet varor och tjänster i Sverige ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2648,2648,"Vilande ingående moms ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2649,2649,"Ingående moms, blandad verksamhet ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2650,2650,"Redovisningskonto för moms ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2660,2660,"Särskilda punktskatter ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2661,2661,"Reklamskatt ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2669,2669,"Övriga punktskatter ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_26K,26," Moms och särskilda punktskatter","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_2710,2710,"Personalskatt ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2730,2730,"Lagstadgade sociala avgifter och särskild löneskatt","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2731,2731,"Avräkning lagstadgade sociala avgifter ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2732,2732,"Avräkning särskild löneskatt ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2740,2740,"Avtalade sociala avgifter ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2750,2750,"Utmätning i lön m.m. ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2760,2760,"Semestermedel ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2761,2761,"Avräkning semesterlöner ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2762,2762,"Semesterlönekassa ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2790,2790,"Övriga löneavdrag ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2791,2791,"Personalens intressekonto ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2792,2792,"Lönsparande ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2793,2793,"Gruppförsäkringspremier ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2794,2794,"Fackföreningsavgifter ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2795,2795,"Mätnings- och granskningsarvoden ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2799,2799,"Övriga löneavdrag ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_27K,27,"Personalens skatter, avgifter och löneavdrag","228k2","view","account.data_account_type_view","false",,l10n_se.b
k2_2810,2810,"Avräkning för factoring och belånade kontraktsfordringar ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2811,2811,"Avräkning för factoring","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2812,2812,"Avräkning för belånade kontraktsfordringar","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2820,2820,"Kortfristiga skulder till anställda ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2821,2821,"Löneskulder ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2822,2822,"Reseräkningar ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2823,2823,"Tantiem, gratifikationer ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2829,2829,"Övriga kortfristiga skulder till anställda ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2830,2830,"Avräkning för annans räkning ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2840,2840,"Kortfristiga låneskulder ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2841,2841,"Kortfristig del av långfristiga skulder ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2849,2849,"Övriga kortfristiga låneskulder ","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2850,2850,"Avräkning för skatter och avgifter (skattekonto)","249k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2860,2860,"Kortfristiga skulder till koncernföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2861,2861,"Kortfristiga skulder till moderföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
k2_2862,2862,"Kortfristiga skulder till dotterföretag ","247k2","other","account.data_account_type_liability","false",,l10n_se.b
